item_id,carrinho_id,produto_id,quantidade,preco_unitario,preco_total,data_adicao,data_remocao
4243,1687,37,1,2937.58,2937.58,2026-05-08 19:36:00+00:00,
4244,1687,201,1,472.29,472.29,2026-05-08 19:38:00+00:00,
4245,1687,160,2,1977.63,3955.26,2026-05-08 19:35:00+00:00,
4246,1688,295,1,286.8,286.8,2026-03-17 00:11:00+00:00,
4247,1688,167,1,1689.24,1689.24,2026-03-17 00:26:00+00:00,
4248,1689,150,1,1635.77,1635.77,2026-03-10 15:43:00+00:00,
4249,1689,282,1,238.98,238.98,2026-03-10 15:42:00+00:00,
4250,1689,34,1,2752.18,2752.18,2026-03-10 15:43:00+00:00,
4251,1690,191,1,530.43,530.43,2026-01-21 19:57:00+00:00,2026-01-21 20:01:00+00:00
4252,1690,138,1,2445.53,2445.53,2026-01-21 19:59:00+00:00,
4253,1690,147,2,1509.91,3019.82,2026-01-21 19:58:00+00:00,
4254,1690,18,1,1189.32,1189.32,2026-01-21 19:59:00+00:00,2026-01-21 20:01:00+00:00
4255,1691,132,1,372.73,372.73,2026-02-07 01:06:00+00:00,
4256,1691,67,1,906.32,906.32,2026-02-07 01:08:00+00:00,
4257,1691,242,1,80.57,80.57,2026-02-07 01:10:00+00:00,
4258,1692,114,2,394.2,788.4,2026-03-16 21:47:00+00:00,
4259,1693,23,1,2739.34,2739.34,2026-06-15 15:45:00+00:00,2026-06-15 15:51:00+00:00
4260,1694,61,1,583.93,583.93,2026-06-11 02:04:00+00:00,
4261,1694,153,3,2528.97,7586.91,2026-06-11 02:11:00+00:00,
4262,1694,102,1,52.48,52.48,2026-06-11 02:30:00+00:00,
4263,1695,87,1,567.26,567.26,2026-04-28 23:27:00+00:00,2026-04-28 23:29:00+00:00
4264,1695,86,1,35.23,35.23,2026-04-28 23:30:00+00:00,
4265,1695,262,1,96.18,96.18,2026-04-28 23:33:00+00:00,
4266,1696,86,1,34.42,34.42,2026-02-14 00:21:00+00:00,
4267,1697,49,2,1086.18,2172.36,2026-03-12 17:16:00+00:00,
4268,1698,269,2,390.85,781.7,2026-02-27 00:45:00+00:00,
4269,1698,206,1,20.42,20.42,2026-02-27 00:59:00+00:00,
4270,1699,262,1,93.59,93.59,2026-05-17 19:04:00+00:00,2026-05-17 19:06:00+00:00
4271,1699,81,2,74.49,148.98,2026-05-17 19:08:00+00:00,2026-05-17 19:26:00+00:00
4272,1699,64,2,2759.32,5518.64,2026-05-17 19:19:00+00:00,
4273,1699,127,2,426.13,852.26,2026-05-17 19:16:00+00:00,
4274,1700,61,2,559.33,1118.66,2026-06-03 09:55:00+00:00,
4275,1700,74,3,154.17,462.51,2026-06-03 09:58:00+00:00,
4276,1700,43,2,159.71,319.42,2026-06-03 09:57:00+00:00,
4277,1700,229,1,32.36,32.36,2026-06-03 10:03:00+00:00,
4278,1701,288,2,155.22,310.44,2026-06-18 20:29:00+00:00,
4279,1701,261,1,51.45,51.45,2026-06-18 20:37:00+00:00,
4280,1701,49,1,1086.18,1086.18,2026-06-18 20:42:00+00:00,2026-06-18 20:53:00+00:00
4281,1701,244,1,12.52,12.52,2026-06-18 20:29:00+00:00,
4282,1701,58,1,1615.07,1615.07,2026-06-18 21:00:00+00:00,
4283,1702,173,2,261.75,523.5,2026-05-08 12:44:00+00:00,
4284,1702,68,1,5412.87,5412.87,2026-05-08 12:37:00+00:00,2026-05-08 12:49:00+00:00
4285,1702,89,1,367.88,367.88,2026-05-08 12:46:00+00:00,
4286,1703,135,1,344.81,344.81,2026-01-28 14:46:00+00:00,
4287,1704,73,1,570.52,570.52,2026-04-29 03:43:00+00:00,
4288,1705,48,1,483.8,483.8,2026-05-26 13:30:00+00:00,
4289,1705,38,2,3493.86,6987.72,2026-05-26 13:30:00+00:00,
4290,1705,200,1,785.17,785.17,2026-05-26 13:33:00+00:00,
4291,1706,89,1,367.88,367.88,2026-03-09 18:20:00+00:00,2026-03-09 18:23:00+00:00
4292,1706,269,2,390.85,781.7,2026-03-09 18:27:00+00:00,
4293,1707,79,1,405.39,405.39,2026-03-18 00:52:00+00:00,
4294,1707,130,1,230.54,230.54,2026-03-18 01:02:00+00:00,
4295,1708,273,2,153.56,307.12,2026-05-26 15:57:00+00:00,
4296,1709,162,1,2039.23,2039.23,2026-05-26 23:23:00+00:00,2026-05-26 23:26:00+00:00
4297,1709,148,1,2020.84,2020.84,2026-05-26 23:23:00+00:00,
4298,1709,146,1,144.91,144.91,2026-05-26 23:23:00+00:00,
4299,1709,203,1,433.5,433.5,2026-05-26 23:29:00+00:00,
4300,1710,10,1,1132.78,1132.78,2026-03-21 12:21:00+00:00,
4301,1710,138,1,2445.53,2445.53,2026-03-21 12:24:00+00:00,
4302,1710,85,2,299.76,599.52,2026-03-21 12:23:00+00:00,
4303,1711,292,1,370.04,370.04,2026-05-08 17:12:00+00:00,
4304,1711,187,2,759.85,1519.7,2026-05-08 17:55:00+00:00,
4305,1712,188,1,118.69,118.69,2026-03-17 02:04:00+00:00,
4306,1712,168,1,311.21,311.21,2026-03-17 02:05:00+00:00,2026-03-17 02:18:00+00:00
4307,1712,74,2,154.17,308.34,2026-03-17 02:34:00+00:00,
4308,1713,12,1,3688.57,3688.57,2026-02-08 10:51:00+00:00,
4309,1713,272,1,245.49,245.49,2026-02-08 10:52:00+00:00,
4310,1713,79,1,405.39,405.39,2026-02-08 10:47:00+00:00,2026-02-08 10:40:00+00:00
4311,1713,149,1,1784.65,1784.65,2026-02-08 11:01:00+00:00,2026-02-08 11:03:00+00:00
4312,1714,74,1,154.17,154.17,2026-02-17 09:21:00+00:00,
4313,1714,48,1,509.74,509.74,2026-02-17 09:32:00+00:00,
4314,1714,163,1,610.23,610.23,2026-02-17 09:33:00+00:00,2026-02-17 09:42:00+00:00
4315,1714,135,2,344.81,689.62,2026-02-17 09:29:00+00:00,
4316,1715,136,1,258.2,258.2,2026-02-11 02:14:00+00:00,2026-02-11 02:33:00+00:00
4317,1715,216,1,263.16,263.16,2026-02-11 02:14:00+00:00,
4318,1715,11,1,3277.67,3277.67,2026-02-11 02:19:00+00:00,
4319,1715,132,1,372.73,372.73,2026-02-11 02:35:00+00:00,
4320,1716,262,1,96.18,96.18,2026-03-15 01:43:00+00:00,
4321,1717,218,1,308.39,308.39,2026-02-14 03:14:00+00:00,
4322,1717,257,3,116.92,350.76,2026-02-14 03:23:00+00:00,2026-02-14 03:26:00+00:00
4323,1718,228,1,213.05,213.05,2026-05-18 12:20:00+00:00,
4324,1718,36,2,3012.33,6024.66,2026-05-18 12:01:00+00:00,
4325,1719,19,1,4645.08,4645.08,2026-02-27 02:33:00+00:00,
4326,1719,209,2,578.21,1156.42,2026-02-27 02:41:00+00:00,
4327,1720,51,1,4458.01,4458.01,2026-05-15 15:00:00+00:00,
4328,1720,58,2,1615.07,3230.14,2026-05-15 15:44:00+00:00,
4329,1721,282,1,238.98,238.98,2026-04-17 20:16:00+00:00,
4330,1721,54,2,2805.88,5611.76,2026-04-17 20:39:00+00:00,2026-04-17 20:59:00+00:00
4331,1722,291,1,87.7,87.7,2026-03-20 09:56:00+00:00,
4332,1722,283,1,114.29,114.29,2026-03-20 09:58:00+00:00,
4333,1722,7,2,3866.19,7732.38,2026-03-20 10:03:00+00:00,
4334,1723,188,1,118.69,118.69,2026-04-15 16:58:00+00:00,
4335,1723,81,2,72.2,144.4,2026-04-15 17:00:00+00:00,
4336,1723,205,1,105.81,105.81,2026-04-15 17:01:00+00:00,
4337,1724,117,2,358.9,717.8,2026-05-02 23:58:00+00:00,2026-05-03 00:03:00+00:00
4338,1724,62,2,2849.17,5698.34,2026-05-02 23:56:00+00:00,
4339,1724,183,1,651.88,651.88,2026-05-03 00:03:00+00:00,
4340,1725,262,1,96.18,96.18,2026-03-19 14:14:00+00:00,
4341,1725,6,1,1589.26,1589.26,2026-03-19 14:08:00+00:00,2026-03-19 15:23:00+00:00
4342,1725,205,2,105.81,211.62,2026-03-19 14:59:00+00:00,2026-03-19 15:26:00+00:00
4343,1725,229,1,32.19,32.19,2026-03-19 14:09:00+00:00,
4344,1726,90,2,560.91,1121.82,2026-04-08 22:36:00+00:00,
4345,1726,226,1,318.97,318.97,2026-04-08 22:35:00+00:00,
4346,1726,20,1,4129.15,4129.15,2026-04-08 22:37:00+00:00,
4347,1726,237,1,113.58,113.58,2026-04-08 22:35:00+00:00,
4348,1726,12,2,3688.57,7377.14,2026-04-08 22:40:00+00:00,
4349,1727,219,2,182.57,365.14,2026-02-04 11:48:00+00:00,
4350,1727,294,1,22.99,22.99,2026-02-04 11:48:00+00:00,
4351,1727,178,1,243.08,243.08,2026-02-04 11:54:00+00:00,
4352,1727,82,2,369.79,739.58,2026-02-04 12:01:00+00:00,
4353,1728,229,1,32.19,32.19,2026-06-19 20:39:00+00:00,
4354,1728,193,1,258.71,258.71,2026-06-19 20:38:00+00:00,2026-06-19 20:41:00+00:00
4355,1728,49,1,1086.18,1086.18,2026-06-19 20:42:00+00:00,
4356,1729,79,1,405.39,405.39,2026-02-26 15:43:00+00:00,
4357,1729,165,1,2838.08,2838.08,2026-02-26 15:34:00+00:00,
4358,1730,54,1,2805.88,2805.88,2026-03-18 16:38:00+00:00,
4359,1730,165,2,2838.08,5676.16,2026-03-18 16:38:00+00:00,
4360,1730,264,1,143.1,143.1,2026-03-18 16:48:00+00:00,
4361,1731,134,1,77.78,77.78,2026-02-27 18:47:00+00:00,
4362,1731,286,1,195.39,195.39,2026-02-27 18:49:00+00:00,
4363,1731,52,1,1847.16,1847.16,2026-02-27 18:49:00+00:00,2026-02-27 18:50:00+00:00
4364,1732,7,2,3866.19,7732.38,2026-01-09 03:09:00+00:00,
4365,1733,152,1,1762.06,1762.06,2026-04-25 13:42:00+00:00,
4366,1733,242,1,80.57,80.57,2026-04-25 13:57:00+00:00,
4367,1734,52,2,1847.16,3694.32,2026-03-01 12:49:00+00:00,
4368,1734,113,1,514.93,514.93,2026-03-01 13:03:00+00:00,
4369,1735,101,1,257.02,257.02,2026-02-02 09:52:00+00:00,
4370,1735,204,1,59.13,59.13,2026-02-02 10:16:00+00:00,
4371,1735,124,2,69.13,138.26,2026-02-02 10:34:00+00:00,
4372,1736,255,3,120.57,361.71,2026-05-22 18:06:00+00:00,
4373,1737,167,1,1689.24,1689.24,2026-02-12 10:36:00+00:00,
4374,1737,19,2,4645.08,9290.16,2026-02-12 11:04:00+00:00,
4375,1738,43,1,159.71,159.71,2026-03-11 23:37:00+00:00,
4376,1738,76,1,339.94,339.94,2026-03-11 23:44:00+00:00,
4377,1738,239,1,27.42,27.42,2026-03-11 23:48:00+00:00,
4378,1739,207,1,296.77,296.77,2026-05-13 01:06:00+00:00,
4379,1739,43,2,159.71,319.42,2026-05-13 01:08:00+00:00,
4380,1739,120,1,462.73,462.73,2026-05-13 01:07:00+00:00,2026-05-13 01:09:00+00:00
4381,1740,253,3,10.98,32.94,2026-04-22 23:35:00+00:00,
4382,1740,281,1,102.19,102.19,2026-04-23 00:06:00+00:00,
4383,1741,69,1,4733.17,4733.17,2026-03-28 22:21:00+00:00,
4384,1742,285,1,61.93,61.93,2026-03-29 01:02:00+00:00,
4385,1742,228,1,213.05,213.05,2026-03-29 01:08:00+00:00,2026-03-29 01:16:00+00:00
4386,1742,151,1,34.93,34.93,2026-03-29 01:06:00+00:00,
4387,1742,120,1,462.73,462.73,2026-03-29 01:08:00+00:00,
4388,1743,172,1,2460.71,2460.71,2026-01-19 13:13:00+00:00,2026-01-19 13:18:00+00:00
4389,1743,296,1,123.34,123.34,2026-01-19 13:29:00+00:00,
4390,1743,239,2,27.42,54.84,2026-01-19 13:10:00+00:00,
4391,1744,63,1,2951.74,2951.74,2026-06-03 18:17:00+00:00,
4392,1745,298,1,122.74,122.74,2026-02-14 15:23:00+00:00,2026-02-14 15:24:00+00:00
4393,1746,56,1,51.17,51.17,2026-05-04 09:10:00+00:00,
4394,1746,87,1,567.26,567.26,2026-05-04 09:18:00+00:00,
4395,1747,21,1,4059.96,4059.96,2026-01-28 20:27:00+00:00,2026-01-28 21:39:00+00:00
4396,1747,8,1,947.71,947.71,2026-01-28 20:15:00+00:00,
4397,1747,289,1,422.25,422.25,2026-01-28 20:43:00+00:00,
4398,1748,291,1,87.7,87.7,2026-04-08 14:23:00+00:00,
4399,1749,197,3,210.68,632.04,2026-05-01 10:21:00+00:00,
4400,1749,74,3,154.17,462.51,2026-05-01 10:23:00+00:00,
4401,1749,273,1,153.56,153.56,2026-05-01 10:25:00+00:00,
4402,1749,193,2,254.36,508.72,2026-05-01 10:26:00+00:00,
4403,1750,117,1,358.9,358.9,2026-03-14 18:30:00+00:00,
4404,1750,2,2,589.48,1178.96,2026-03-14 18:54:00+00:00,2026-03-14 18:59:00+00:00
4405,1751,72,1,1712.44,1712.44,2026-01-19 00:57:00+00:00,
4406,1751,162,1,2039.23,2039.23,2026-01-19 01:00:00+00:00,
4407,1752,58,2,1615.07,3230.14,2026-03-01 17:39:00+00:00,
4408,1752,86,1,35.23,35.23,2026-03-01 17:56:00+00:00,
4409,1752,114,1,388.92,388.92,2026-03-01 18:14:00+00:00,
4410,1753,89,1,367.88,367.88,2026-01-10 01:32:00+00:00,
4411,1753,157,3,2800.58,8401.74,2026-01-10 01:40:00+00:00,2026-01-10 01:42:00+00:00
4412,1753,225,1,392.66,392.66,2026-01-10 01:42:00+00:00,2026-01-10 01:49:00+00:00
4413,1753,155,1,1693.12,1693.12,2026-01-10 01:35:00+00:00,
4414,1754,124,1,71.24,71.24,2026-03-25 12:39:00+00:00,
4415,1754,139,1,2485.96,2485.96,2026-03-25 12:39:00+00:00,
4416,1754,178,1,243.08,243.08,2026-03-25 12:40:00+00:00,2026-03-25 12:41:00+00:00
4417,1754,213,2,112.78,225.56,2026-03-25 12:39:00+00:00,
4418,1755,227,3,315.72,947.16,2026-03-21 18:53:00+00:00,
4419,1755,260,1,9.55,9.55,2026-03-21 18:53:00+00:00,
4420,1755,284,1,186.7,186.7,2026-03-21 18:54:00+00:00,
4421,1755,171,1,1224.24,1224.24,2026-03-21 18:56:00+00:00,
4422,1755,77,2,328.02,656.04,2026-03-21 18:54:00+00:00,
4423,1756,136,1,258.2,258.2,2026-01-13 21:11:00+00:00,
4424,1756,171,1,1224.24,1224.24,2026-01-13 21:34:00+00:00,
4425,1757,250,1,101.55,101.55,2026-05-09 14:06:00+00:00,2026-05-09 14:15:00+00:00
4426,1757,46,2,2709.35,5418.7,2026-05-09 14:12:00+00:00,
4427,1757,28,1,4722.16,4722.16,2026-05-09 14:14:00+00:00,
4428,1758,294,2,22.99,45.98,2026-05-17 10:08:00+00:00,
4429,1758,12,1,3688.57,3688.57,2026-05-17 10:28:00+00:00,
4430,1759,131,1,167.96,167.96,2026-02-22 00:08:00+00:00,2026-02-22 00:13:00+00:00
4431,1759,292,1,370.04,370.04,2026-02-22 00:08:00+00:00,
4432,1759,121,2,106.93,213.86,2026-02-22 00:15:00+00:00,
4433,1760,44,2,3105.36,6210.72,2026-01-02 14:15:00+00:00,
4434,1760,11,1,3277.67,3277.67,2026-01-02 14:15:00+00:00,
4435,1761,39,1,889.82,889.82,2026-04-02 10:53:00+00:00,2026-04-02 11:16:00+00:00
4436,1761,166,1,171.43,171.43,2026-04-02 10:47:00+00:00,2026-04-02 11:00:00+00:00
4437,1761,109,2,329.22,658.44,2026-04-02 10:59:00+00:00,2026-04-02 11:47:00+00:00
4438,1762,79,1,405.39,405.39,2026-03-01 19:15:00+00:00,
4439,1762,119,2,255.72,511.44,2026-03-01 19:04:00+00:00,
4440,1762,143,2,1140.35,2280.7,2026-03-01 19:22:00+00:00,
4441,1763,92,1,147.81,147.81,2026-05-19 14:00:00+00:00,
4442,1763,262,2,96.18,192.36,2026-05-19 14:02:00+00:00,
4443,1763,238,1,24.25,24.25,2026-05-19 14:03:00+00:00,
4444,1763,82,1,380.6,380.6,2026-05-19 14:01:00+00:00,2026-05-19 13:47:00+00:00
4445,1763,83,2,378.97,757.94,2026-05-19 14:02:00+00:00,
4446,1764,112,1,334.0,334.0,2026-03-11 10:02:00+00:00,
4447,1764,291,1,87.7,87.7,2026-03-11 10:21:00+00:00,
4448,1764,70,1,1043.16,1043.16,2026-03-11 10:05:00+00:00,2026-03-11 10:17:00+00:00
4449,1765,193,1,262.91,262.91,2026-06-04 19:09:00+00:00,
4450,1766,124,3,71.24,213.72,2026-05-10 10:37:00+00:00,
4451,1767,297,1,273.1,273.1,2026-04-24 10:29:00+00:00,
4452,1767,210,1,743.6,743.6,2026-04-24 10:27:00+00:00,
4453,1767,221,1,383.65,383.65,2026-04-24 10:25:00+00:00,
4454,1767,271,1,168.79,168.79,2026-04-24 10:46:00+00:00,
4455,1768,199,1,127.49,127.49,2026-03-25 22:23:00+00:00,
4456,1768,260,2,9.55,19.1,2026-03-25 22:30:00+00:00,
4457,1768,148,1,2020.84,2020.84,2026-03-25 22:37:00+00:00,
4458,1769,294,1,22.23,22.23,2026-06-20 12:54:00+00:00,
4459,1769,296,1,123.34,123.34,2026-06-20 13:02:00+00:00,
4460,1770,1,1,1491.48,1491.48,2026-03-18 23:49:00+00:00,
4461,1770,208,1,191.24,191.24,2026-03-18 23:56:00+00:00,
4462,1770,249,1,62.16,62.16,2026-03-18 23:58:00+00:00,2026-03-19 00:04:00+00:00
4463,1770,156,2,2128.79,4257.58,2026-03-19 00:03:00+00:00,
4464,1770,106,2,357.08,714.16,2026-03-19 00:13:00+00:00,
4465,1771,114,1,394.2,394.2,2026-04-15 20:18:00+00:00,
4466,1771,162,2,2039.23,4078.46,2026-04-15 20:20:00+00:00,
4467,1771,219,1,182.57,182.57,2026-04-15 20:17:00+00:00,
4468,1772,180,2,232.43,464.86,2026-02-19 12:46:00+00:00,
4469,1772,122,1,151.2,151.2,2026-02-19 12:32:00+00:00,2026-02-19 12:43:00+00:00
4470,1773,117,1,358.9,358.9,2026-05-12 10:10:00+00:00,
4471,1773,234,3,21.72,65.16,2026-05-12 10:23:00+00:00,
4472,1773,152,1,1852.54,1852.54,2026-05-12 10:27:00+00:00,
4473,1774,181,1,425.92,425.92,2026-06-23 20:34:00+00:00,
4474,1774,233,1,210.06,210.06,2026-06-23 20:40:00+00:00,2026-06-23 20:42:00+00:00
4475,1774,93,2,119.28,238.56,2026-06-23 20:45:00+00:00,
4476,1774,252,1,71.27,71.27,2026-06-23 20:46:00+00:00,
4477,1775,273,1,153.56,153.56,2026-06-27 01:34:00+00:00,
4478,1775,124,2,71.24,142.48,2026-06-27 01:50:00+00:00,
4479,1776,127,1,426.13,426.13,2026-04-19 12:26:00+00:00,
4480,1776,284,1,186.7,186.7,2026-04-19 12:47:00+00:00,
4481,1777,102,2,52.48,104.96,2026-04-13 12:41:00+00:00,2026-04-13 13:35:00+00:00
4482,1777,94,2,338.42,676.84,2026-04-13 12:28:00+00:00,2026-04-13 13:13:00+00:00
4483,1777,212,2,181.92,363.84,2026-04-13 12:25:00+00:00,
4484,1777,236,1,35.33,35.33,2026-04-13 13:41:00+00:00,
4485,1778,220,1,316.43,316.43,2026-02-10 00:02:00+00:00,
4486,1778,276,1,22.64,22.64,2026-02-09 23:58:00+00:00,
4487,1779,110,1,123.11,123.11,2026-03-26 11:23:00+00:00,
4488,1779,28,1,4722.16,4722.16,2026-03-26 11:17:00+00:00,
4489,1779,1,1,1491.48,1491.48,2026-03-26 11:33:00+00:00,
4490,1779,294,2,22.99,45.98,2026-03-26 11:14:00+00:00,
4491,1780,8,1,996.01,996.01,2026-04-13 01:44:00+00:00,
4492,1780,255,2,121.86,243.72,2026-04-13 02:02:00+00:00,2026-04-13 02:12:00+00:00
4493,1781,86,1,35.23,35.23,2026-01-21 09:22:00+00:00,
4494,1781,9,1,1474.01,1474.01,2026-01-21 09:21:00+00:00,2026-01-21 08:52:00+00:00
4495,1781,132,1,372.73,372.73,2026-01-21 09:30:00+00:00,
4496,1782,81,1,75.53,75.53,2026-02-12 01:14:00+00:00,
4497,1782,194,1,70.11,70.11,2026-02-12 01:28:00+00:00,
4498,1783,291,1,87.7,87.7,2026-01-06 21:00:00+00:00,
4499,1783,186,1,568.05,568.05,2026-01-06 21:05:00+00:00,
4500,1784,244,1,12.07,12.07,2026-03-28 02:42:00+00:00,
4501,1784,282,2,238.98,477.96,2026-03-28 02:43:00+00:00,
4502,1785,202,1,681.3,681.3,2026-03-19 09:53:00+00:00,2026-03-19 10:03:00+00:00
4503,1785,20,2,4129.15,8258.3,2026-03-19 10:01:00+00:00,
4504,1785,49,1,1086.18,1086.18,2026-03-19 09:50:00+00:00,
4505,1785,212,1,181.92,181.92,2026-03-19 09:57:00+00:00,
4506,1786,98,1,393.86,393.86,2026-06-04 17:06:00+00:00,2026-06-04 17:16:00+00:00
4507,1786,87,1,593.04,593.04,2026-06-04 17:09:00+00:00,
4508,1787,282,3,238.98,716.94,2026-03-26 02:49:00+00:00,
4509,1787,230,1,362.26,362.26,2026-03-26 03:18:00+00:00,
4510,1788,65,2,3058.98,6117.96,2026-06-27 16:19:00+00:00,
4511,1788,27,1,4748.17,4748.17,2026-06-27 16:23:00+00:00,
4512,1788,183,1,651.88,651.88,2026-06-27 16:33:00+00:00,
4513,1789,45,2,4318.6,8637.2,2026-01-25 14:36:00+00:00,
4514,1790,54,1,2805.88,2805.88,2026-05-07 11:32:00+00:00,
4515,1790,260,2,9.55,19.1,2026-05-07 11:30:00+00:00,
4516,1790,261,1,51.45,51.45,2026-05-07 11:33:00+00:00,
4517,1791,128,2,355.73,711.46,2026-03-18 01:02:00+00:00,
4518,1791,273,1,153.56,153.56,2026-03-18 01:07:00+00:00,
4519,1791,20,1,4129.15,4129.15,2026-03-18 01:13:00+00:00,
4520,1791,144,2,1535.47,3070.94,2026-03-18 01:17:00+00:00,
4521,1792,215,3,331.44,994.32,2026-06-24 09:32:00+00:00,
4522,1792,227,2,315.72,631.44,2026-06-24 09:35:00+00:00,2026-06-24 09:47:00+00:00
4523,1792,194,1,70.11,70.11,2026-06-24 09:27:00+00:00,
4524,1792,232,1,308.7,308.7,2026-06-24 09:54:00+00:00,2026-06-24 09:55:00+00:00
4525,1793,283,1,114.29,114.29,2026-06-28 02:26:00+00:00,
4526,1793,183,1,680.82,680.82,2026-06-28 02:31:00+00:00,2026-06-28 02:36:00+00:00
4527,1794,71,2,1149.66,2299.32,2026-01-19 17:43:00+00:00,
4528,1794,171,1,1224.24,1224.24,2026-01-19 17:53:00+00:00,
4529,1794,181,1,425.92,425.92,2026-01-19 18:03:00+00:00,
4530,1795,257,1,116.92,116.92,2026-05-27 10:40:00+00:00,
4531,1795,209,1,578.21,578.21,2026-05-27 10:41:00+00:00,
4532,1795,152,1,1852.54,1852.54,2026-05-27 10:46:00+00:00,2026-05-27 10:51:00+00:00
4533,1796,274,1,224.42,224.42,2026-03-25 03:04:00+00:00,
4534,1797,230,2,379.59,759.18,2026-05-22 14:35:00+00:00,
4535,1797,73,1,583.32,583.32,2026-05-22 14:40:00+00:00,2026-05-22 14:42:00+00:00
4536,1797,38,2,3493.86,6987.72,2026-05-22 14:48:00+00:00,
4537,1798,167,1,1689.24,1689.24,2026-01-17 14:28:00+00:00,
4538,1799,136,1,258.2,258.2,2026-02-23 00:49:00+00:00,2026-02-23 00:51:00+00:00
4539,1800,114,2,378.25,756.5,2026-03-04 17:02:00+00:00,
4540,1800,293,1,92.88,92.88,2026-03-04 17:05:00+00:00,
4541,1800,232,1,308.7,308.7,2026-03-04 17:13:00+00:00,
4542,1801,286,1,195.39,195.39,2026-01-22 17:08:00+00:00,
4543,1801,88,1,308.97,308.97,2026-01-22 17:13:00+00:00,
4544,1801,196,3,48.88,146.64,2026-01-22 17:15:00+00:00,2026-01-22 17:22:00+00:00
4545,1802,6,1,1589.26,1589.26,2026-01-08 19:58:00+00:00,
4546,1802,33,2,3774.15,7548.3,2026-01-08 20:02:00+00:00,2026-01-08 20:03:00+00:00
4547,1802,196,2,48.88,97.76,2026-01-08 20:04:00+00:00,
4548,1802,268,1,58.97,58.97,2026-01-08 19:59:00+00:00,2026-01-08 20:08:00+00:00
4549,1802,280,1,299.16,299.16,2026-01-08 20:03:00+00:00,
4550,1803,265,1,111.18,111.18,2026-04-12 12:18:00+00:00,
4551,1803,209,1,571.13,571.13,2026-04-12 12:12:00+00:00,2026-04-12 12:14:00+00:00
4552,1803,292,1,370.04,370.04,2026-04-12 12:39:00+00:00,
4553,1804,244,1,12.67,12.67,2026-04-06 19:23:00+00:00,
4554,1805,54,1,2805.88,2805.88,2026-04-21 14:31:00+00:00,
4555,1805,89,1,367.88,367.88,2026-04-21 14:25:00+00:00,
4556,1805,36,1,3012.33,3012.33,2026-04-21 14:40:00+00:00,
4557,1806,211,1,505.57,505.57,2026-03-21 16:47:00+00:00,2026-03-21 16:54:00+00:00
4558,1806,136,2,258.2,516.4,2026-03-21 16:46:00+00:00,
4559,1806,92,1,147.81,147.81,2026-03-21 16:48:00+00:00,
4560,1807,102,1,52.48,52.48,2026-03-06 11:31:00+00:00,
4561,1808,44,2,3122.73,6245.46,2026-04-17 21:14:00+00:00,
4562,1808,109,1,329.22,329.22,2026-04-17 21:16:00+00:00,
4563,1808,196,1,48.88,48.88,2026-04-17 21:11:00+00:00,
4564,1809,80,1,571.54,571.54,2026-04-06 00:35:00+00:00,
4565,1810,102,1,52.48,52.48,2026-05-02 00:07:00+00:00,
4566,1810,222,1,71.48,71.48,2026-05-02 00:18:00+00:00,2026-05-02 00:28:00+00:00
4567,1810,291,1,87.7,87.7,2026-05-02 00:05:00+00:00,2026-05-02 00:24:00+00:00
4568,1811,10,2,1107.88,2215.76,2026-05-22 16:49:00+00:00,
4569,1811,238,1,24.25,24.25,2026-05-22 17:02:00+00:00,
4570,1811,26,1,163.48,163.48,2026-05-22 16:50:00+00:00,
4571,1812,217,1,189.33,189.33,2026-03-12 00:23:00+00:00,2026-03-12 00:37:00+00:00
4572,1812,27,1,4748.17,4748.17,2026-03-12 00:31:00+00:00,2026-03-12 00:37:00+00:00
4573,1813,137,1,1830.2,1830.2,2026-05-06 19:11:00+00:00,
4574,1813,278,2,129.76,259.52,2026-05-06 19:12:00+00:00,
4575,1814,147,1,1509.91,1509.91,2026-06-17 14:47:00+00:00,2026-06-17 14:49:00+00:00
4576,1815,139,2,2473.46,4946.92,2026-04-01 11:17:00+00:00,
4577,1815,51,1,4484.33,4484.33,2026-04-01 11:26:00+00:00,
4578,1816,22,1,3376.43,3376.43,2026-05-06 19:17:00+00:00,
4579,1816,216,1,263.16,263.16,2026-05-06 19:13:00+00:00,
4580,1817,107,1,336.81,336.81,2026-02-28 16:15:00+00:00,
4581,1817,161,1,1297.98,1297.98,2026-02-28 16:22:00+00:00,
4582,1817,6,1,1589.26,1589.26,2026-02-28 16:14:00+00:00,2026-02-28 16:28:00+00:00
4583,1817,17,1,1638.56,1638.56,2026-02-28 16:19:00+00:00,
4584,1818,244,2,12.67,25.34,2026-05-25 14:06:00+00:00,
4585,1818,119,1,255.72,255.72,2026-05-25 14:13:00+00:00,2026-05-25 14:27:00+00:00
4586,1818,284,1,186.7,186.7,2026-05-25 14:26:00+00:00,2026-05-25 14:32:00+00:00
4587,1819,173,2,261.75,523.5,2026-05-08 21:54:00+00:00,
4588,1819,78,1,235.5,235.5,2026-05-08 22:00:00+00:00,
4589,1820,177,2,598.33,1196.66,2026-02-20 13:49:00+00:00,2026-02-20 13:53:00+00:00
4590,1820,256,1,119.66,119.66,2026-02-20 13:46:00+00:00,
4591,1820,211,2,493.03,986.06,2026-02-20 14:19:00+00:00,
4592,1821,6,1,1589.26,1589.26,2026-04-13 23:23:00+00:00,
4593,1821,241,1,27.31,27.31,2026-04-13 23:43:00+00:00,
4594,1822,280,1,299.16,299.16,2026-04-06 15:10:00+00:00,
