resgate_id,carrinho_id,cliente_id,canal,tipo_comunicacao,data_schedule,data_envio,assunto,desconto_oferecido,frete_gratis_oferecido,custo_envio,data_abertura,data_primeiro_clique,link_clicado,data_conversao,sucesso,valor_pedido_final,created_at
1778,2139,398,email,lembrete_1h,2026-05-05 22:16:00+00:00,2026-05-05 22:16:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,,,,,False,,2026-05-05 22:16:00+00:00
1779,2142,899,email,lembrete_1h,2026-06-12 09:24:00+00:00,2026-06-12 09:33:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-06-12 09:24:00+00:00
1780,2144,427,email,lembrete_1h,2026-04-28 13:31:00+00:00,2026-04-28 13:35:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-04-28 13:31:00+00:00
1781,2144,427,email,lembrete_24h,2026-04-29 12:31:00+00:00,2026-04-29 12:53:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.05,2026-04-29 19:29:00+00:00,2026-04-29 20:09:00+00:00,https://marketplace.com.br/carrinho/2144?utm_source=email&utm_campaign=recovery,,False,,2026-04-29 12:31:00+00:00
1782,2145,740,email,lembrete_1h,2026-02-22 19:57:00+00:00,2026-02-22 20:18:00+00:00,Finalize sua compra antes que acabe!,0.0,True,0.05,,,,,False,,2026-02-22 19:57:00+00:00
1783,2145,740,email,lembrete_24h,2026-02-23 18:57:00+00:00,2026-02-23 19:17:00+00:00,Última chance de garantir seus itens,0.0,False,0.05,2026-02-24 19:09:00+00:00,2026-02-24 19:25:00+00:00,https://marketplace.com.br/carrinho/2145?utm_source=email&utm_campaign=recovery,,False,,2026-02-23 18:57:00+00:00
1784,2149,1056,email,lembrete_1h,2026-01-07 11:45:00+00:00,2026-01-07 12:08:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,True,0.05,2026-01-08 11:30:00+00:00,,,,False,,2026-01-07 11:45:00+00:00
1785,2149,1056,push_app,lembrete_24h,2026-01-08 10:45:00+00:00,2026-01-08 10:45:00+00:00,Última chance de garantir seus itens,0.0,True,0.02,,,,,False,,2026-01-08 10:45:00+00:00
1786,2149,1056,email,desconto_48h,2026-01-09 10:45:00+00:00,2026-01-09 10:55:00+00:00,Presente para você: desconto exclusivo no seu carrinho,37.85,True,0.05,,,,,False,,2026-01-09 10:45:00+00:00
1787,2151,1229,email,lembrete_1h,2026-05-20 08:00:00+00:00,2026-05-20 08:23:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,,,,,False,,2026-05-20 08:00:00+00:00
1788,2152,1116,email,lembrete_1h,2026-06-27 22:51:00+00:00,2026-06-27 23:05:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,2026-06-28 21:29:00+00:00,,,,False,,2026-06-27 22:51:00+00:00
1789,2152,1116,push_app,lembrete_24h,2026-06-28 21:51:00+00:00,2026-06-28 22:12:00+00:00,Não perca! Seus produtos podem acabar,0.0,False,0.02,,,,,False,,2026-06-28 21:51:00+00:00
1790,2154,1090,email,lembrete_1h,2026-05-26 19:46:00+00:00,2026-05-26 19:46:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,,,,,False,,2026-05-26 19:46:00+00:00
1791,2156,37,email,lembrete_1h,2026-03-02 14:36:00+00:00,2026-03-02 14:40:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,,,,,False,,2026-03-02 14:36:00+00:00
1792,2157,65,email,lembrete_1h,2026-04-18 12:32:00+00:00,2026-04-18 12:52:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,,,,,False,,2026-04-18 12:32:00+00:00
1793,2157,65,push_app,lembrete_24h,2026-04-19 11:32:00+00:00,2026-04-19 11:39:00+00:00,Não perca! Seus produtos podem acabar,0.0,False,0.02,2026-04-20 00:29:00+00:00,,,,False,,2026-04-19 11:32:00+00:00
1794,2159,1404,email,lembrete_1h,2026-02-25 22:21:00+00:00,2026-02-25 22:41:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,2026-02-26 08:40:00+00:00,,,,False,,2026-02-25 22:21:00+00:00
1795,2159,1404,email,lembrete_24h,2026-02-26 21:21:00+00:00,2026-02-26 21:38:00+00:00,Última chance de garantir seus itens,0.0,False,0.05,,,,,False,,2026-02-26 21:21:00+00:00
1796,2160,611,email,lembrete_1h,2026-03-09 19:50:00+00:00,2026-03-09 20:02:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-03-09 19:50:00+00:00
1797,2162,1303,email,lembrete_1h,2026-04-13 15:10:00+00:00,2026-04-13 15:10:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,,,,,False,,2026-04-13 15:10:00+00:00
1798,2163,808,email,lembrete_1h,2026-05-05 10:42:00+00:00,2026-05-05 11:01:00+00:00,Finalize sua compra antes que acabe!,0.0,True,0.05,,,,,False,,2026-05-05 10:42:00+00:00
1799,2164,458,email,lembrete_1h,2026-01-27 10:15:00+00:00,2026-01-27 10:37:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,,,,,False,,2026-01-27 10:15:00+00:00
1800,2165,74,email,lembrete_1h,2026-05-15 07:41:00+00:00,2026-05-15 08:00:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,,,,,False,,2026-05-15 07:41:00+00:00
1801,2165,74,email,lembrete_24h,2026-05-16 06:41:00+00:00,2026-05-16 06:44:00+00:00,Não perca! Seus produtos podem acabar,0.0,False,0.05,2026-05-16 21:08:00+00:00,2026-05-16 21:34:00+00:00,https://marketplace.com.br/carrinho/2165?utm_source=email&utm_campaign=recovery,,False,,2026-05-16 06:41:00+00:00
1802,2166,461,email,lembrete_1h,2026-04-29 00:41:00+00:00,2026-04-29 00:57:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,2026-04-29 07:08:00+00:00,,,,False,,2026-04-29 00:41:00+00:00
1803,2168,39,email,lembrete_1h,2026-04-26 12:33:00+00:00,2026-04-26 12:44:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,2026-04-26 18:29:00+00:00,,,,False,,2026-04-26 12:33:00+00:00
1804,2168,39,email,lembrete_24h,2026-04-27 11:33:00+00:00,2026-04-27 11:59:00+00:00,Última chance de garantir seus itens,0.0,False,0.05,,,,,False,,2026-04-27 11:33:00+00:00
1805,2170,107,email,lembrete_1h,2026-04-25 09:48:00+00:00,2026-04-25 09:56:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,,,,,False,,2026-04-25 09:48:00+00:00
1806,2176,738,email,lembrete_1h,2026-02-15 22:24:00+00:00,2026-02-15 22:50:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,2026-02-16 09:44:00+00:00,,,,False,,2026-02-15 22:24:00+00:00
1807,2179,151,email,lembrete_1h,2026-01-02 00:20:00+00:00,2026-01-02 00:28:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,2026-01-02 08:08:00+00:00,,,,False,,2026-01-02 00:20:00+00:00
1808,2179,151,email,lembrete_24h,2026-01-02 23:20:00+00:00,2026-01-02 23:37:00+00:00,Última chance de garantir seus itens,0.0,False,0.05,,,,,False,,2026-01-02 23:20:00+00:00
1809,2179,151,sms,desconto_48h,2026-01-03 23:20:00+00:00,2026-01-03 23:40:00+00:00,Economize agora! Oferta limitada no seu carrinho,22.16,False,0.15,,,,,False,,2026-01-03 23:20:00+00:00
1810,2183,1251,email,lembrete_1h,2026-04-26 09:47:00+00:00,2026-04-26 09:47:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,2026-04-26 09:08:00+00:00,,,,False,,2026-04-26 09:47:00+00:00
1811,2184,1345,email,lembrete_1h,2026-01-19 16:37:00+00:00,2026-01-19 17:06:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-01-19 16:37:00+00:00
1812,2188,1121,email,lembrete_1h,2026-01-24 22:08:00+00:00,2026-01-24 22:23:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-01-24 22:08:00+00:00
1813,2189,422,email,lembrete_1h,2026-04-19 23:20:00+00:00,2026-04-19 23:49:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,,,,,False,,2026-04-19 23:20:00+00:00
1814,2192,908,email,lembrete_1h,2026-03-26 07:55:00+00:00,2026-03-26 07:57:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,2026-03-26 08:26:00+00:00,2026-03-26 09:07:00+00:00,https://marketplace.com.br/carrinho/2192?utm_source=email&utm_campaign=recovery,,False,,2026-03-26 07:55:00+00:00
1815,2192,908,email,lembrete_24h,2026-03-27 06:55:00+00:00,2026-03-27 07:16:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.05,2026-03-27 13:43:00+00:00,,,,False,,2026-03-27 06:55:00+00:00
1816,2194,1489,email,lembrete_1h,2026-03-25 11:05:00+00:00,2026-03-25 11:25:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,,,,,False,,2026-03-25 11:05:00+00:00
1817,2194,1489,email,lembrete_24h,2026-03-26 10:05:00+00:00,2026-03-26 10:28:00+00:00,Não perca! Seus produtos podem acabar,0.0,False,0.05,,,,,False,,2026-03-26 10:05:00+00:00
1818,2195,1279,email,lembrete_1h,2026-03-01 17:26:00+00:00,2026-03-01 17:55:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,2026-03-02 17:39:00+00:00,,,,False,,2026-03-01 17:26:00+00:00
1819,2195,1279,email,lembrete_24h,2026-03-02 16:26:00+00:00,2026-03-02 16:44:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.05,,,,,False,,2026-03-02 16:26:00+00:00
1820,2195,1279,email,desconto_48h,2026-03-03 16:26:00+00:00,2026-03-03 16:42:00+00:00,Presente para você: desconto exclusivo no seu carrinho,17.16,False,0.05,,,,,False,,2026-03-03 16:26:00+00:00
1821,2197,607,email,lembrete_1h,2026-05-20 12:58:00+00:00,2026-05-20 13:00:00+00:00,Finalize sua compra antes que acabe!,0.0,True,0.05,2026-05-20 20:21:00+00:00,,,,False,,2026-05-20 12:58:00+00:00
1822,2200,218,email,lembrete_1h,2026-03-26 13:29:00+00:00,2026-03-26 13:29:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-03-26 13:29:00+00:00
1823,2200,218,email,lembrete_24h,2026-03-27 12:29:00+00:00,2026-03-27 12:37:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.05,,,,,False,,2026-03-27 12:29:00+00:00
1824,2202,604,email,lembrete_1h,2026-06-03 23:37:00+00:00,2026-06-03 23:59:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,2026-06-04 21:56:00+00:00,,,,False,,2026-06-03 23:37:00+00:00
1825,2202,604,email,lembrete_24h,2026-06-04 22:37:00+00:00,2026-06-04 22:39:00+00:00,Última chance de garantir seus itens,0.0,False,0.05,,,,,False,,2026-06-04 22:37:00+00:00
1826,2202,604,email,desconto_48h,2026-06-05 22:37:00+00:00,2026-06-05 22:44:00+00:00,Economize agora! Oferta limitada no seu carrinho,53.2,False,0.05,2026-06-06 18:57:00+00:00,2026-06-06 19:52:00+00:00,https://marketplace.com.br/carrinho/2202?utm_source=email&utm_campaign=recovery,,False,,2026-06-05 22:37:00+00:00
1827,2202,604,email,urgencia_72h,2026-06-06 22:37:00+00:00,2026-06-06 22:44:00+00:00,Não deixe escapar: melhor oferta no seu carrinho,100.67,True,0.05,2026-06-06 23:27:00+00:00,2026-06-07 00:01:00+00:00,https://marketplace.com.br/carrinho/2202?utm_source=email&utm_campaign=recovery,,False,,2026-06-06 22:37:00+00:00
1828,2203,1004,email,lembrete_1h,2026-01-15 19:58:00+00:00,2026-01-15 20:13:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,,,,,False,,2026-01-15 19:58:00+00:00
1829,2204,174,email,lembrete_1h,2026-03-14 18:50:00+00:00,2026-03-14 18:53:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,2026-03-15 02:26:00+00:00,,,,False,,2026-03-14 18:50:00+00:00
1830,2204,174,push_app,lembrete_24h,2026-03-15 17:50:00+00:00,2026-03-15 18:12:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.02,,,,,False,,2026-03-15 17:50:00+00:00
1831,2204,174,email,desconto_48h,2026-03-16 17:50:00+00:00,2026-03-16 18:18:00+00:00,🎁 Desconto especial para finalizar sua compra!,14.27,False,0.05,,,,,False,,2026-03-16 17:50:00+00:00
1832,2205,582,email,lembrete_1h,2026-01-08 22:53:00+00:00,2026-01-08 23:09:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,2026-01-09 04:18:00+00:00,,,,False,,2026-01-08 22:53:00+00:00
1833,2207,89,email,lembrete_1h,2026-04-22 19:44:00+00:00,2026-04-22 20:03:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,2026-04-23 17:45:00+00:00,,,,False,,2026-04-22 19:44:00+00:00
1834,2207,89,email,lembrete_24h,2026-04-23 18:44:00+00:00,2026-04-23 19:01:00+00:00,Última chance de garantir seus itens,0.0,False,0.05,,,,,False,,2026-04-23 18:44:00+00:00
1835,2208,193,email,lembrete_1h,2026-05-05 22:05:00+00:00,2026-05-05 22:33:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,2026-05-05 21:47:00+00:00,,,,False,,2026-05-05 22:05:00+00:00
1836,2208,193,email,lembrete_24h,2026-05-06 21:05:00+00:00,2026-05-06 21:05:00+00:00,Não perca! Seus produtos podem acabar,0.0,False,0.05,,,,,False,,2026-05-06 21:05:00+00:00
1837,2208,193,email,desconto_48h,2026-05-07 21:05:00+00:00,2026-05-07 21:06:00+00:00,Economize agora! Oferta limitada no seu carrinho,21.87,False,0.05,2026-05-07 21:47:00+00:00,,,,False,,2026-05-07 21:05:00+00:00
1838,2209,234,email,lembrete_1h,2026-01-27 12:17:00+00:00,2026-01-27 12:34:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,,,,,False,,2026-01-27 12:17:00+00:00
1839,2211,269,email,lembrete_1h,2026-04-24 11:31:00+00:00,2026-04-24 11:37:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,,,,,False,,2026-04-24 11:31:00+00:00
1840,2212,47,email,lembrete_1h,2026-01-19 10:57:00+00:00,2026-01-19 11:26:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,,,,,False,,2026-01-19 10:57:00+00:00
1841,2215,294,email,lembrete_1h,2026-01-02 23:24:00+00:00,2026-01-02 23:26:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-01-02 23:24:00+00:00
1842,2215,294,email,lembrete_24h,2026-01-03 22:24:00+00:00,2026-01-03 22:37:00+00:00,Não perca! Seus produtos podem acabar,0.0,False,0.05,2026-01-04 01:58:00+00:00,,,,False,,2026-01-03 22:24:00+00:00
1843,2220,296,email,lembrete_1h,2026-02-28 13:20:00+00:00,2026-02-28 13:36:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-02-28 13:20:00+00:00
1844,2224,1447,email,lembrete_1h,2026-03-22 00:05:00+00:00,2026-03-22 00:20:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,2026-03-22 17:46:00+00:00,,,,False,,2026-03-22 00:05:00+00:00
1845,2224,1447,email,lembrete_24h,2026-03-22 23:05:00+00:00,2026-03-22 23:17:00+00:00,Não perca! Seus produtos podem acabar,0.0,False,0.05,,,,,False,,2026-03-22 23:05:00+00:00
1846,2225,407,email,lembrete_1h,2026-02-05 07:43:00+00:00,2026-02-05 07:47:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,2026-02-06 00:14:00+00:00,,,,False,,2026-02-05 07:43:00+00:00
1847,2225,407,email,lembrete_24h,2026-02-06 06:43:00+00:00,2026-02-06 06:51:00+00:00,Última chance de garantir seus itens,0.0,False,0.05,,,,,False,,2026-02-06 06:43:00+00:00
1848,2227,80,email,lembrete_1h,2026-04-27 20:08:00+00:00,2026-04-27 20:11:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-04-27 20:08:00+00:00
1849,2227,80,push_app,lembrete_24h,2026-04-28 19:08:00+00:00,2026-04-28 19:35:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.02,,,,,False,,2026-04-28 19:08:00+00:00
1850,2227,80,email,desconto_48h,2026-04-29 19:08:00+00:00,2026-04-29 19:15:00+00:00,🎁 Desconto especial para finalizar sua compra!,27.67,False,0.05,2026-04-30 16:23:00+00:00,,,,False,,2026-04-29 19:08:00+00:00
1851,2227,80,whatsapp,urgencia_72h,2026-04-30 19:08:00+00:00,2026-04-30 19:23:00+00:00,Não deixe escapar: melhor oferta no seu carrinho,37.14,True,0.3,,,,,False,,2026-04-30 19:08:00+00:00
1852,2228,403,email,lembrete_1h,2026-06-07 09:49:00+00:00,2026-06-07 09:57:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,,,,,False,,2026-06-07 09:49:00+00:00
1853,2228,403,email,lembrete_24h,2026-06-08 08:49:00+00:00,2026-06-08 08:57:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.05,,,,,False,,2026-06-08 08:49:00+00:00
1854,2228,403,sms,desconto_48h,2026-06-09 08:49:00+00:00,2026-06-09 09:02:00+00:00,🎁 Desconto especial para finalizar sua compra!,40.77,False,0.15,2026-06-09 19:24:00+00:00,,,,False,,2026-06-09 08:49:00+00:00
1855,2229,435,email,lembrete_1h,2026-06-01 17:17:00+00:00,2026-06-01 17:46:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,2026-06-02 13:02:00+00:00,,,,False,,2026-06-01 17:17:00+00:00
1856,2237,215,email,lembrete_1h,2026-05-28 18:57:00+00:00,2026-05-28 19:10:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,2026-05-29 14:15:00+00:00,2026-05-29 14:42:00+00:00,https://marketplace.com.br/carrinho/2237?utm_source=email&utm_campaign=recovery,,False,,2026-05-28 18:57:00+00:00
1857,2237,215,email,lembrete_24h,2026-05-29 17:57:00+00:00,2026-05-29 18:00:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.05,,,,,False,,2026-05-29 17:57:00+00:00
1858,2237,215,email,desconto_48h,2026-05-30 17:57:00+00:00,2026-05-30 17:57:00+00:00,🎁 Desconto especial para finalizar sua compra!,21.54,False,0.05,,,,,False,,2026-05-30 17:57:00+00:00
1859,2237,215,email,urgencia_72h,2026-05-31 17:57:00+00:00,2026-05-31 17:59:00+00:00,Não deixe escapar: melhor oferta no seu carrinho,39.08,True,0.05,,,,,False,,2026-05-31 17:57:00+00:00
1860,2238,432,email,lembrete_1h,2026-03-11 18:50:00+00:00,2026-03-11 19:04:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-03-11 18:50:00+00:00
1861,2238,432,email,lembrete_24h,2026-03-12 17:50:00+00:00,2026-03-12 17:52:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.05,2026-03-13 03:11:00+00:00,,,,False,,2026-03-12 17:50:00+00:00
1862,2238,432,email,desconto_48h,2026-03-13 17:50:00+00:00,2026-03-13 17:53:00+00:00,Presente para você: desconto exclusivo no seu carrinho,9.29,False,0.05,,,,,False,,2026-03-13 17:50:00+00:00
1863,2238,432,whatsapp,urgencia_72h,2026-03-14 17:50:00+00:00,2026-03-14 17:50:00+00:00,Não deixe escapar: melhor oferta no seu carrinho,13.5,True,0.3,2026-03-15 02:58:00+00:00,,,,False,,2026-03-14 17:50:00+00:00
1864,2252,828,email,lembrete_1h,2026-02-04 08:27:00+00:00,2026-02-04 08:55:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,2026-02-04 22:56:00+00:00,,,,False,,2026-02-04 08:27:00+00:00
1865,2253,1240,email,lembrete_1h,2026-04-04 11:11:00+00:00,2026-04-04 11:28:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,,,,,False,,2026-04-04 11:11:00+00:00
1866,2257,257,email,lembrete_1h,2026-04-19 17:17:00+00:00,2026-04-19 17:45:00+00:00,Seus produtos estão esperando por você!,0.0,True,0.05,2026-04-20 08:09:00+00:00,,,,False,,2026-04-19 17:17:00+00:00
1867,2257,257,email,lembrete_24h,2026-04-20 16:17:00+00:00,2026-04-20 16:30:00+00:00,Última chance de garantir seus itens,0.0,False,0.05,2026-04-21 10:00:00+00:00,,,,False,,2026-04-20 16:17:00+00:00
1868,2257,257,email,desconto_48h,2026-04-21 16:17:00+00:00,2026-04-21 16:44:00+00:00,Presente para você: desconto exclusivo no seu carrinho,3.22,True,0.05,2026-04-21 17:47:00+00:00,,,,False,,2026-04-21 16:17:00+00:00
1869,2257,257,whatsapp,urgencia_72h,2026-04-22 16:17:00+00:00,2026-04-22 16:42:00+00:00,Não deixe escapar: melhor oferta no seu carrinho,4.74,True,0.3,2026-04-22 20:24:00+00:00,2026-04-22 20:29:00+00:00,https://marketplace.com.br/carrinho/2257?utm_source=whatsapp&utm_campaign=recovery,,False,,2026-04-22 16:17:00+00:00
1870,2258,350,email,lembrete_1h,2026-05-25 15:16:00+00:00,2026-05-25 15:18:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-05-25 15:16:00+00:00
1871,2258,350,email,lembrete_24h,2026-05-26 14:16:00+00:00,2026-05-26 14:42:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.05,2026-05-27 02:22:00+00:00,,,,False,,2026-05-26 14:16:00+00:00
1872,2258,350,sms,desconto_48h,2026-05-27 14:16:00+00:00,2026-05-27 14:18:00+00:00,🎁 Desconto especial para finalizar sua compra!,5.38,False,0.15,2026-05-28 03:11:00+00:00,,,,False,,2026-05-27 14:16:00+00:00
1873,2259,377,email,lembrete_1h,2026-04-19 20:47:00+00:00,2026-04-19 20:47:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-04-19 20:47:00+00:00
1874,2262,526,email,lembrete_1h,2026-03-21 00:26:00+00:00,2026-03-21 00:55:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,2026-03-21 23:13:00+00:00,2026-03-21 23:24:00+00:00,https://marketplace.com.br/carrinho/2262?utm_source=email&utm_campaign=recovery,,False,,2026-03-21 00:26:00+00:00
1875,2262,526,email,lembrete_24h,2026-03-21 23:26:00+00:00,2026-03-21 23:27:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.05,,,,,False,,2026-03-21 23:26:00+00:00
1876,2262,526,email,desconto_48h,2026-03-22 23:26:00+00:00,2026-03-22 23:41:00+00:00,Presente para você: desconto exclusivo no seu carrinho,41.77,False,0.05,,,,,False,,2026-03-22 23:26:00+00:00
1877,2262,526,whatsapp,urgencia_72h,2026-03-23 23:26:00+00:00,2026-03-23 23:39:00+00:00,Não deixe escapar: melhor oferta no seu carrinho,89.32,True,0.3,,,,,False,,2026-03-23 23:26:00+00:00
1878,2265,847,email,lembrete_1h,2026-03-23 19:58:00+00:00,2026-03-23 20:06:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,True,0.05,,,,,False,,2026-03-23 19:58:00+00:00
1879,2265,847,email,lembrete_24h,2026-03-24 18:58:00+00:00,2026-03-24 19:12:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.05,2026-03-24 18:37:00+00:00,,,,False,,2026-03-24 18:58:00+00:00
1880,2265,847,email,desconto_48h,2026-03-25 18:58:00+00:00,2026-03-25 19:10:00+00:00,Economize agora! Oferta limitada no seu carrinho,5.59,True,0.05,,,,,False,,2026-03-25 18:58:00+00:00
1881,2268,1127,email,lembrete_1h,2026-02-28 14:11:00+00:00,2026-02-28 14:16:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,2026-03-01 09:37:00+00:00,,,,False,,2026-02-28 14:11:00+00:00
1882,2268,1127,email,lembrete_24h,2026-03-01 13:11:00+00:00,2026-03-01 13:30:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.05,2026-03-01 17:30:00+00:00,,,,False,,2026-03-01 13:11:00+00:00
1883,2269,460,email,lembrete_1h,2026-01-12 15:16:00+00:00,2026-01-12 15:39:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,,,,,False,,2026-01-12 15:16:00+00:00
1884,2270,45,email,lembrete_1h,2026-05-12 08:49:00+00:00,2026-05-12 08:57:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,2026-05-12 14:50:00+00:00,,,,False,,2026-05-12 08:49:00+00:00
1885,2272,171,email,lembrete_1h,2026-03-24 20:45:00+00:00,2026-03-24 20:50:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,2026-03-25 19:00:00+00:00,,,,False,,2026-03-24 20:45:00+00:00
1886,2273,654,email,lembrete_1h,2026-02-01 21:13:00+00:00,2026-02-01 21:33:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,2026-02-02 19:12:00+00:00,2026-02-02 19:48:00+00:00,https://marketplace.com.br/carrinho/2273?utm_source=email&utm_campaign=recovery,,False,,2026-02-01 21:13:00+00:00
1887,2274,853,email,lembrete_1h,2026-04-28 13:18:00+00:00,2026-04-28 13:34:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,,,,,False,,2026-04-28 13:18:00+00:00
1888,2274,853,email,lembrete_24h,2026-04-29 12:18:00+00:00,2026-04-29 12:39:00+00:00,Não perca! Seus produtos podem acabar,0.0,False,0.05,,,,,False,,2026-04-29 12:18:00+00:00
1889,2278,1263,email,lembrete_1h,2026-02-12 19:59:00+00:00,2026-02-12 20:06:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,,,,,False,,2026-02-12 19:59:00+00:00
1890,2280,958,email,lembrete_1h,2026-03-22 12:48:00+00:00,2026-03-22 12:48:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,,,,,False,,2026-03-22 12:48:00+00:00
1891,2283,1376,email,lembrete_1h,2026-01-04 11:38:00+00:00,2026-01-04 11:59:00+00:00,Você esqueceu algo no carrinho 🛒,0.0,False,0.05,2026-01-05 08:16:00+00:00,2026-01-05 08:40:00+00:00,https://marketplace.com.br/carrinho/2283?utm_source=email&utm_campaign=recovery,,False,,2026-01-04 11:38:00+00:00
1892,2283,1376,email,lembrete_24h,2026-01-05 10:38:00+00:00,2026-01-05 10:58:00+00:00,Ainda pensando? Seus itens estão reservados ⏰,0.0,False,0.05,,,,,False,,2026-01-05 10:38:00+00:00
1893,2283,1376,email,desconto_48h,2026-01-06 10:38:00+00:00,2026-01-06 10:38:00+00:00,🎁 Desconto especial para finalizar sua compra!,11.38,False,0.05,,,,,False,,2026-01-06 10:38:00+00:00
1894,2283,1376,email,urgencia_72h,2026-01-07 10:38:00+00:00,2026-01-07 10:55:00+00:00,Só hoje! Oferta exclusiva para você finalizar,21.83,True,0.05,,,,,False,,2026-01-07 10:38:00+00:00
1895,2284,703,email,lembrete_1h,2026-03-17 21:01:00+00:00,2026-03-17 21:26:00+00:00,Finalize sua compra antes que acabe!,0.0,False,0.05,2026-03-18 16:27:00+00:00,,,,False,,2026-03-17 21:01:00+00:00
1896,2286,1081,email,lembrete_1h,2026-06-26 11:29:00+00:00,2026-06-26 11:33:00+00:00,Seus produtos estão esperando por você!,0.0,False,0.05,,,,,False,,2026-06-26 11:29:00+00:00
