evento_id,carrinho_id,cliente_id,sessao_id,timestamp_evento,tipo_evento,duracao_evento_segundos,dados_evento
21693,2064,1042,e89c2f05-4fb,2026-06-10 09:16:18+00:00,remove_carrinho,25.0,"{""produto_id"": 57, ""motivo"": ""mudou_ideia""}"
21694,2064,1042,e89c2f05-4fb,2026-06-10 09:20:31+00:00,add_carrinho,44.0,"{""produto_id"": 274, ""quantidade"": 1, ""origem"": ""recomendacao""}"
21695,2064,1042,e89c2f05-4fb,2026-06-10 09:24:36+00:00,remove_carrinho,80.0,"{""produto_id"": 229, ""motivo"": null}"
21696,2064,1042,e89c2f05-4fb,2026-06-10 09:27:35+00:00,view_checkout,57.0,"{""etapa"": ""endereco"", ""tempo_na_etapa_s"": 211}"
21697,2064,1042,e89c2f05-4fb,2026-06-10 09:29:01+00:00,abandono,,"{""pagina_saida"": ""produto"", ""tempo_inativo_s"": 5413}"
21698,2065,1210,b8beeeef-803,2026-04-21 18:00:00+00:00,view_produto,28.0,"{""produto_id"": 52, ""tempo_visualizacao_s"": 146, ""scroll_depth"": 0.34}"
21699,2065,1210,b8beeeef-803,2026-04-21 18:01:49+00:00,view_produto,68.0,"{""produto_id"": 24, ""tempo_visualizacao_s"": 141, ""scroll_depth"": 0.97}"
21700,2065,1210,b8beeeef-803,2026-04-21 18:04:18+00:00,view_produto,68.0,"{""produto_id"": 18, ""tempo_visualizacao_s"": 130, ""scroll_depth"": 1.0}"
21701,2065,1210,b8beeeef-803,2026-04-21 18:06:50+00:00,view_produto,90.0,"{""produto_id"": 61, ""tempo_visualizacao_s"": 123, ""scroll_depth"": 0.62}"
21702,2065,1210,b8beeeef-803,2026-04-21 18:08:10+00:00,add_carrinho,50.0,"{""produto_id"": 30, ""quantidade"": 3, ""origem"": ""recomendacao""}"
21703,2065,1210,b8beeeef-803,2026-04-21 18:10:47+00:00,view_produto,54.0,"{""produto_id"": 272, ""tempo_visualizacao_s"": 144, ""scroll_depth"": 1.0}"
21704,2065,1210,b8beeeef-803,2026-04-21 18:13:35+00:00,add_carrinho,46.0,"{""produto_id"": 163, ""quantidade"": 2, ""origem"": ""recomendacao""}"
21705,2065,1210,b8beeeef-803,2026-04-21 18:16:41+00:00,view_produto,55.0,"{""produto_id"": 27, ""tempo_visualizacao_s"": 107, ""scroll_depth"": 0.4}"
21706,2065,1210,b8beeeef-803,2026-04-21 18:19:40+00:00,update_quantidade,10.0,"{""produto_id"": 77, ""quantidade_anterior"": 1, ""quantidade_nova"": 3}"
21707,2065,1210,b8beeeef-803,2026-04-21 18:20:45+00:00,view_produto,50.0,"{""produto_id"": 3, ""tempo_visualizacao_s"": 18, ""scroll_depth"": 0.94}"
21708,2065,1210,b8beeeef-803,2026-04-21 18:22:48+00:00,add_carrinho,55.0,"{""produto_id"": 247, ""quantidade"": 1, ""origem"": ""pagina_produto""}"
21709,2065,1210,b8beeeef-803,2026-04-21 18:26:01+00:00,view_checkout,23.0,"{""etapa"": ""endereco"", ""tempo_na_etapa_s"": 203}"
21710,2065,1210,b8beeeef-803,2026-04-21 18:29:08+00:00,inicio_pagamento,78.0,"{""metodo"": ""cartao_debito"", ""parcelas"": 10}"
21711,2066,248,2830a433-bcb,2026-05-19 16:33:00+00:00,view_produto,103.0,"{""produto_id"": 266, ""tempo_visualizacao_s"": 156, ""scroll_depth"": 0.96}"
21712,2066,248,2830a433-bcb,2026-05-19 16:33:27+00:00,view_produto,54.0,"{""produto_id"": 277, ""tempo_visualizacao_s"": 42, ""scroll_depth"": 0.4}"
21713,2066,248,2830a433-bcb,2026-05-19 16:33:41+00:00,add_carrinho,23.0,"{""produto_id"": 260, ""quantidade"": 1, ""origem"": ""pagina_produto""}"
21714,2066,248,2830a433-bcb,2026-05-19 16:34:04+00:00,add_carrinho,13.0,"{""produto_id"": 24, ""quantidade"": 3, ""origem"": ""recomendacao""}"
21715,2066,248,2830a433-bcb,2026-05-19 16:34:32+00:00,view_produto,59.0,"{""produto_id"": 104, ""tempo_visualizacao_s"": 76, ""scroll_depth"": 0.82}"
21716,2066,248,2830a433-bcb,2026-05-19 16:34:38+00:00,add_carrinho,71.0,"{""produto_id"": 10, ""quantidade"": 3, ""origem"": ""pagina_produto""}"
21717,2066,248,2830a433-bcb,2026-05-19 16:34:52+00:00,view_produto,17.0,"{""produto_id"": 131, ""tempo_visualizacao_s"": 58, ""scroll_depth"": 0.6}"
21718,2066,248,2830a433-bcb,2026-05-19 16:35:17+00:00,add_carrinho,40.0,"{""produto_id"": 54, ""quantidade"": 1, ""origem"": ""recomendacao""}"
21719,2066,248,2830a433-bcb,2026-05-19 16:35:31+00:00,view_checkout,112.0,"{""etapa"": ""endereco"", ""tempo_na_etapa_s"": 127}"
21720,2066,248,2830a433-bcb,2026-05-19 16:35:43+00:00,abandono,,"{""pagina_saida"": ""pagamento"", ""tempo_inativo_s"": 2269}"
21721,2067,316,7d28fb13-708,2026-04-14 16:25:00+00:00,view_produto,109.0,"{""produto_id"": 23, ""tempo_visualizacao_s"": 16, ""scroll_depth"": 0.94}"
21722,2067,316,7d28fb13-708,2026-04-14 16:26:52+00:00,view_produto,41.0,"{""produto_id"": 299, ""tempo_visualizacao_s"": 151, ""scroll_depth"": 0.49}"
21723,2067,316,7d28fb13-708,2026-04-14 16:28:43+00:00,view_produto,34.0,"{""produto_id"": 282, ""tempo_visualizacao_s"": 24, ""scroll_depth"": 0.34}"
21724,2067,316,7d28fb13-708,2026-04-14 16:29:52+00:00,update_quantidade,23.0,"{""produto_id"": 146, ""quantidade_anterior"": 3, ""quantidade_nova"": 1}"
21725,2067,316,7d28fb13-708,2026-04-14 16:31:34+00:00,add_carrinho,102.0,"{""produto_id"": 204, ""quantidade"": 1, ""origem"": ""recomendacao""}"
21726,2067,316,7d28fb13-708,2026-04-14 16:33:27+00:00,view_produto,31.0,"{""produto_id"": 228, ""tempo_visualizacao_s"": 118, ""scroll_depth"": 0.69}"
21727,2067,316,7d28fb13-708,2026-04-14 16:35:13+00:00,add_carrinho,57.0,"{""produto_id"": 215, ""quantidade"": 2, ""origem"": ""pagina_produto""}"
21728,2067,316,7d28fb13-708,2026-04-14 16:35:56+00:00,view_checkout,62.0,"{""etapa"": ""revisao"", ""tempo_na_etapa_s"": 215}"
21729,2067,316,7d28fb13-708,2026-04-14 16:37:37+00:00,abandono,,"{""pagina_saida"": ""carrinho"", ""tempo_inativo_s"": 6048}"
21730,2068,789,bef62d4f-d2d,2026-05-26 20:51:00+00:00,view_produto,98.0,"{""produto_id"": 224, ""tempo_visualizacao_s"": 8, ""scroll_depth"": 0.4}"
21731,2068,789,bef62d4f-d2d,2026-05-26 20:51:40+00:00,add_carrinho,111.0,"{""produto_id"": 37, ""quantidade"": 3, ""origem"": ""busca""}"
21732,2068,789,bef62d4f-d2d,2026-05-26 20:53:38+00:00,view_produto,52.0,"{""produto_id"": 150, ""tempo_visualizacao_s"": 36, ""scroll_depth"": 0.25}"
21733,2068,789,bef62d4f-d2d,2026-05-26 20:55:28+00:00,add_carrinho,111.0,"{""produto_id"": 19, ""quantidade"": 1, ""origem"": ""pagina_produto""}"
21734,2068,789,bef62d4f-d2d,2026-05-26 20:57:30+00:00,view_checkout,29.0,"{""etapa"": ""revisao"", ""tempo_na_etapa_s"": 181}"
21735,2068,789,bef62d4f-d2d,2026-05-26 20:59:58+00:00,abandono,,"{""pagina_saida"": ""produto"", ""tempo_inativo_s"": 2251}"
21736,2068,789,bef62d4f-d2d,2026-05-26 21:01:47+00:00,remove_carrinho,10.0,"{""produto_id"": 208, ""motivo"": ""quantidade_errada""}"
21737,2068,789,277658a0-19b,2026-05-27 03:08:00+00:00,retorno,45.0,"{""origem_retorno"": ""whatsapp_link"", ""horas_desde_abandono"": 41}"
21738,2068,789,277658a0-19b,2026-05-27 03:10:37+00:00,view_produto,81.0,"{""produto_id"": 51, ""tempo_visualizacao_s"": 120, ""scroll_depth"": 0.9}"
21739,2068,789,277658a0-19b,2026-05-27 03:12:01+00:00,view_checkout,49.0,"{""etapa"": ""endereco"", ""tempo_na_etapa_s"": 27}"
21740,2068,789,277658a0-19b,2026-05-27 03:13:22+00:00,inicio_pagamento,96.0,"{""metodo"": ""boleto"", ""parcelas"": 10}"
21741,2069,190,fb10f681-a77,2026-05-07 23:26:00+00:00,view_produto,23.0,"{""produto_id"": 51, ""tempo_visualizacao_s"": 105, ""scroll_depth"": 0.51}"
21742,2069,190,fb10f681-a77,2026-05-07 23:29:16+00:00,add_carrinho,63.0,"{""produto_id"": 217, ""quantidade"": 1, ""origem"": ""recomendacao""}"
21743,2069,190,fb10f681-a77,2026-05-07 23:32:20+00:00,update_quantidade,78.0,"{""produto_id"": 147, ""quantidade_anterior"": 1, ""quantidade_nova"": 4}"
21744,2069,190,fb10f681-a77,2026-05-07 23:34:22+00:00,remove_carrinho,39.0,"{""produto_id"": 90, ""motivo"": ""mudou_ideia""}"
21745,2069,190,fb10f681-a77,2026-05-07 23:36:50+00:00,view_produto,23.0,"{""produto_id"": 243, ""tempo_visualizacao_s"": 169, ""scroll_depth"": 0.69}"
21746,2069,190,fb10f681-a77,2026-05-07 23:39:18+00:00,view_produto,81.0,"{""produto_id"": 14, ""tempo_visualizacao_s"": 54, ""scroll_depth"": 0.66}"
21747,2069,190,fb10f681-a77,2026-05-07 23:42:41+00:00,add_carrinho,31.0,"{""produto_id"": 38, ""quantidade"": 2, ""origem"": ""recomendacao""}"
21748,2069,190,fb10f681-a77,2026-05-07 23:45:25+00:00,view_produto,110.0,"{""produto_id"": 290, ""tempo_visualizacao_s"": 27, ""scroll_depth"": 0.72}"
21749,2069,190,fb10f681-a77,2026-05-07 23:48:11+00:00,view_produto,37.0,"{""produto_id"": 194, ""tempo_visualizacao_s"": 69, ""scroll_depth"": 0.85}"
21750,2069,190,fb10f681-a77,2026-05-07 23:50:26+00:00,update_quantidade,31.0,"{""produto_id"": 138, ""quantidade_anterior"": 2, ""quantidade_nova"": 5}"
21751,2069,190,fb10f681-a77,2026-05-07 23:53:47+00:00,view_checkout,54.0,"{""etapa"": ""endereco"", ""tempo_na_etapa_s"": 34}"
21752,2069,190,fb10f681-a77,2026-05-07 23:55:24+00:00,inicio_pagamento,28.0,"{""metodo"": ""cartao_credito"", ""parcelas"": 2}"
21753,2069,190,fb10f681-a77,2026-05-07 23:56:19+00:00,remove_carrinho,41.0,"{""produto_id"": 91, ""motivo"": null}"
21754,2069,190,fb10f681-a77,2026-05-07 23:58:56+00:00,erro_pagamento,112.0,"{""codigo_erro"": ""cartao_recusado"", ""metodo"": ""cartao_debito""}"
21755,2069,190,fb10f681-a77,2026-05-07 23:59:38+00:00,abandono,,"{""pagina_saida"": ""pagamento"", ""tempo_inativo_s"": 4373}"
21756,2070,108,bd750bc0-eec,2026-02-17 12:49:00+00:00,view_produto,111.0,"{""produto_id"": 289, ""tempo_visualizacao_s"": 74, ""scroll_depth"": 0.84}"
21757,2070,108,bd750bc0-eec,2026-02-17 12:49:13+00:00,view_produto,53.0,"{""produto_id"": 35, ""tempo_visualizacao_s"": 45, ""scroll_depth"": 0.77}"
21758,2070,108,bd750bc0-eec,2026-02-17 12:49:50+00:00,add_carrinho,19.0,"{""produto_id"": 191, ""quantidade"": 2, ""origem"": ""busca""}"
21759,2070,108,bd750bc0-eec,2026-02-17 12:50:51+00:00,view_produto,99.0,"{""produto_id"": 195, ""tempo_visualizacao_s"": 45, ""scroll_depth"": 0.21}"
21760,2070,108,bd750bc0-eec,2026-02-17 12:51:18+00:00,update_quantidade,42.0,"{""produto_id"": 300, ""quantidade_anterior"": 2, ""quantidade_nova"": 5}"
21761,2070,108,bd750bc0-eec,2026-02-17 12:51:52+00:00,add_carrinho,85.0,"{""produto_id"": 135, ""quantidade"": 1, ""origem"": ""recomendacao""}"
21762,2070,108,bd750bc0-eec,2026-02-17 12:52:25+00:00,view_checkout,115.0,"{""etapa"": ""endereco"", ""tempo_na_etapa_s"": 130}"
21763,2070,108,bd750bc0-eec,2026-02-17 12:52:46+00:00,abandono,,"{""pagina_saida"": ""produto"", ""tempo_inativo_s"": 4435}"
21764,2071,1499,0857e371-d2b,2026-04-13 12:32:00+00:00,view_produto,16.0,"{""produto_id"": 261, ""tempo_visualizacao_s"": 170, ""scroll_depth"": 0.84}"
21765,2071,1499,0857e371-d2b,2026-04-13 12:32:10+00:00,view_produto,62.0,"{""produto_id"": 39, ""tempo_visualizacao_s"": 102, ""scroll_depth"": 0.67}"
21766,2071,1499,0857e371-d2b,2026-04-13 12:32:23+00:00,remove_carrinho,47.0,"{""produto_id"": 251, ""motivo"": ""mudou_ideia""}"
21767,2071,1499,0857e371-d2b,2026-04-13 12:32:46+00:00,view_produto,82.0,"{""produto_id"": 150, ""tempo_visualizacao_s"": 167, ""scroll_depth"": 0.68}"
21768,2071,1499,0857e371-d2b,2026-04-13 12:32:52+00:00,view_produto,16.0,"{""produto_id"": 168, ""tempo_visualizacao_s"": 135, ""scroll_depth"": 0.45}"
21769,2071,1499,0857e371-d2b,2026-04-13 12:32:59+00:00,view_produto,115.0,"{""produto_id"": 97, ""tempo_visualizacao_s"": 120, ""scroll_depth"": 0.54}"
21770,2071,1499,0857e371-d2b,2026-04-13 12:33:19+00:00,add_carrinho,17.0,"{""produto_id"": 41, ""quantidade"": 2, ""origem"": ""recomendacao""}"
21771,2071,1499,0857e371-d2b,2026-04-13 12:33:36+00:00,view_produto,59.0,"{""produto_id"": 87, ""tempo_visualizacao_s"": 77, ""scroll_depth"": 0.88}"
21772,2071,1499,0857e371-d2b,2026-04-13 12:33:41+00:00,add_carrinho,23.0,"{""produto_id"": 129, ""quantidade"": 1, ""origem"": ""recomendacao""}"
21773,2071,1499,0857e371-d2b,2026-04-13 12:33:50+00:00,add_carrinho,3.0,"{""produto_id"": 86, ""quantidade"": 2, ""origem"": ""recomendacao""}"
21774,2071,1499,0857e371-d2b,2026-04-13 12:34:11+00:00,view_checkout,41.0,"{""etapa"": ""endereco"", ""tempo_na_etapa_s"": 63}"
21775,2071,1499,0857e371-d2b,2026-04-13 12:34:17+00:00,abandono,,"{""pagina_saida"": ""pagamento"", ""tempo_inativo_s"": 2816}"
21776,2072,1040,364f864c-d6b,2026-05-06 06:29:00+00:00,view_produto,71.0,"{""produto_id"": 37, ""tempo_visualizacao_s"": 79, ""scroll_depth"": 0.63}"
21777,2072,1040,364f864c-d6b,2026-05-06 06:31:00+00:00,view_produto,115.0,"{""produto_id"": 60, ""tempo_visualizacao_s"": 91, ""scroll_depth"": 0.33}"
21778,2072,1040,364f864c-d6b,2026-05-06 06:35:06+00:00,view_produto,63.0,"{""produto_id"": 154, ""tempo_visualizacao_s"": 105, ""scroll_depth"": 0.5}"
21779,2072,1040,364f864c-d6b,2026-05-06 06:39:18+00:00,view_produto,73.0,"{""produto_id"": 151, ""tempo_visualizacao_s"": 25, ""scroll_depth"": 0.36}"
21780,2072,1040,364f864c-d6b,2026-05-06 06:40:53+00:00,add_carrinho,57.0,"{""produto_id"": 87, ""quantidade"": 2, ""origem"": ""recomendacao""}"
21781,2072,1040,364f864c-d6b,2026-05-06 06:44:45+00:00,view_produto,31.0,"{""produto_id"": 229, ""tempo_visualizacao_s"": 70, ""scroll_depth"": 0.21}"
21782,2072,1040,364f864c-d6b,2026-05-06 06:48:53+00:00,add_carrinho,10.0,"{""produto_id"": 216, ""quantidade"": 1, ""origem"": ""busca""}"
21783,2072,1040,364f864c-d6b,2026-05-06 06:51:49+00:00,view_produto,101.0,"{""produto_id"": 215, ""tempo_visualizacao_s"": 12, ""scroll_depth"": 0.48}"
21784,2072,1040,364f864c-d6b,2026-05-06 06:54:16+00:00,add_carrinho,45.0,"{""produto_id"": 49, ""quantidade"": 1, ""origem"": ""recomendacao""}"
21785,2072,1040,364f864c-d6b,2026-05-06 06:57:38+00:00,view_produto,17.0,"{""produto_id"": 205, ""tempo_visualizacao_s"": 172, ""scroll_depth"": 0.78}"
21786,2072,1040,364f864c-d6b,2026-05-06 07:01:28+00:00,view_produto,24.0,"{""produto_id"": 55, ""tempo_visualizacao_s"": 74, ""scroll_depth"": 0.75}"
21787,2072,1040,364f864c-d6b,2026-05-06 07:04:13+00:00,view_checkout,68.0,"{""etapa"": ""pagamento"", ""tempo_na_etapa_s"": 287}"
21788,2072,1040,364f864c-d6b,2026-05-06 07:06:33+00:00,abandono,,"{""pagina_saida"": ""checkout"", ""tempo_inativo_s"": 6061}"
21789,2073,529,a49ddb0a-01a,2026-03-19 20:35:00+00:00,view_produto,109.0,"{""produto_id"": 113, ""tempo_visualizacao_s"": 163, ""scroll_depth"": 0.76}"
21790,2073,529,a49ddb0a-01a,2026-03-19 20:36:25+00:00,add_carrinho,71.0,"{""produto_id"": 84, ""quantidade"": 1, ""origem"": ""busca""}"
21791,2073,529,a49ddb0a-01a,2026-03-19 20:37:33+00:00,view_produto,42.0,"{""produto_id"": 56, ""tempo_visualizacao_s"": 166, ""scroll_depth"": 0.56}"
21792,2073,529,a49ddb0a-01a,2026-03-19 20:38:24+00:00,view_produto,103.0,"{""produto_id"": 296, ""tempo_visualizacao_s"": 117, ""scroll_depth"": 0.99}"
21793,2073,529,a49ddb0a-01a,2026-03-19 20:39:06+00:00,add_carrinho,57.0,"{""produto_id"": 160, ""quantidade"": 1, ""origem"": ""busca""}"
21794,2073,529,a49ddb0a-01a,2026-03-19 20:41:23+00:00,view_checkout,116.0,"{""etapa"": ""pagamento"", ""tempo_na_etapa_s"": 276}"
21795,2073,529,a49ddb0a-01a,2026-03-19 20:43:34+00:00,abandono,,"{""pagina_saida"": ""produto"", ""tempo_inativo_s"": 3935}"
21796,2073,529,d23a1d9e-cdd,2026-03-22 07:45:00+00:00,retorno,21.0,"{""origem_retorno"": ""direto"", ""horas_desde_abandono"": 53}"
21797,2073,529,d23a1d9e-cdd,2026-03-22 07:46:47+00:00,view_checkout,81.0,"{""etapa"": ""revisao"", ""tempo_na_etapa_s"": 34}"
21798,2073,529,d23a1d9e-cdd,2026-03-22 07:47:43+00:00,inicio_pagamento,72.0,"{""metodo"": ""boleto"", ""parcelas"": 2}"
21799,2074,249,3dbf092c-7b3,2026-03-27 14:41:00+00:00,view_produto,115.0,"{""produto_id"": 271, ""tempo_visualizacao_s"": 54, ""scroll_depth"": 0.51}"
21800,2074,249,3dbf092c-7b3,2026-03-27 14:43:14+00:00,view_produto,44.0,"{""produto_id"": 2, ""tempo_visualizacao_s"": 33, ""scroll_depth"": 0.79}"
21801,2074,249,3dbf092c-7b3,2026-03-27 14:51:40+00:00,add_carrinho,21.0,"{""produto_id"": 96, ""quantidade"": 1, ""origem"": ""recomendacao""}"
21802,2074,249,3dbf092c-7b3,2026-03-27 14:54:39+00:00,add_carrinho,4.0,"{""produto_id"": 113, ""quantidade"": 3, ""origem"": ""recomendacao""}"
21803,2074,249,3dbf092c-7b3,2026-03-27 15:01:30+00:00,update_quantidade,70.0,"{""produto_id"": 30, ""quantidade_anterior"": 2, ""quantidade_nova"": 2}"
21804,2074,249,3dbf092c-7b3,2026-03-27 15:06:14+00:00,view_produto,17.0,"{""produto_id"": 271, ""tempo_visualizacao_s"": 170, ""scroll_depth"": 0.47}"
21805,2074,249,3dbf092c-7b3,2026-03-27 15:09:17+00:00,view_produto,4.0,"{""produto_id"": 14, ""tempo_visualizacao_s"": 146, ""scroll_depth"": 0.22}"
21806,2074,249,3dbf092c-7b3,2026-03-27 15:13:28+00:00,view_produto,20.0,"{""produto_id"": 202, ""tempo_visualizacao_s"": 41, ""scroll_depth"": 0.32}"
21807,2074,249,3dbf092c-7b3,2026-03-27 15:17:14+00:00,add_carrinho,88.0,"{""produto_id"": 138, ""quantidade"": 2, ""origem"": ""busca""}"
21808,2074,249,3dbf092c-7b3,2026-03-27 15:22:52+00:00,view_produto,76.0,"{""produto_id"": 3, ""tempo_visualizacao_s"": 127, ""scroll_depth"": 0.48}"
21809,2074,249,3dbf092c-7b3,2026-03-27 15:30:43+00:00,view_produto,66.0,"{""produto_id"": 145, ""tempo_visualizacao_s"": 126, ""scroll_depth"": 0.94}"
21810,2074,249,3dbf092c-7b3,2026-03-27 15:36:47+00:00,update_quantidade,76.0,"{""produto_id"": 79, ""quantidade_anterior"": 3, ""quantidade_nova"": 2}"
21811,2074,249,3dbf092c-7b3,2026-03-27 15:46:15+00:00,view_checkout,75.0,"{""etapa"": ""pagamento"", ""tempo_na_etapa_s"": 12}"
21812,2074,249,3dbf092c-7b3,2026-03-27 15:53:09+00:00,inicio_pagamento,11.0,"{""metodo"": ""boleto"", ""parcelas"": 1}"
21813,2075,413,ddd7c267-1bd,2026-03-03 13:42:00+00:00,view_produto,20.0,"{""produto_id"": 186, ""tempo_visualizacao_s"": 173, ""scroll_depth"": 0.22}"
21814,2075,413,ddd7c267-1bd,2026-03-03 13:45:28+00:00,view_produto,12.0,"{""produto_id"": 210, ""tempo_visualizacao_s"": 135, ""scroll_depth"": 0.68}"
21815,2075,413,ddd7c267-1bd,2026-03-03 13:50:25+00:00,add_carrinho,3.0,"{""produto_id"": 80, ""quantidade"": 2, ""origem"": ""recomendacao""}"
21816,2075,413,ddd7c267-1bd,2026-03-03 13:59:58+00:00,view_produto,82.0,"{""produto_id"": 10, ""tempo_visualizacao_s"": 7, ""scroll_depth"": 0.39}"
21817,2075,413,ddd7c267-1bd,2026-03-03 14:07:14+00:00,view_produto,87.0,"{""produto_id"": 223, ""tempo_visualizacao_s"": 91, ""scroll_depth"": 0.77}"
21818,2075,413,ddd7c267-1bd,2026-03-03 14:12:13+00:00,view_produto,102.0,"{""produto_id"": 31, ""tempo_visualizacao_s"": 83, ""scroll_depth"": 0.65}"
21819,2075,413,ddd7c267-1bd,2026-03-03 14:20:39+00:00,remove_carrinho,117.0,"{""produto_id"": 290, ""motivo"": null}"
21820,2075,413,ddd7c267-1bd,2026-03-03 14:24:07+00:00,view_produto,46.0,"{""produto_id"": 121, ""tempo_visualizacao_s"": 37, ""scroll_depth"": 0.92}"
21821,2075,413,ddd7c267-1bd,2026-03-03 14:33:55+00:00,add_carrinho,42.0,"{""produto_id"": 85, ""quantidade"": 1, ""origem"": ""pagina_produto""}"
21822,2075,413,ddd7c267-1bd,2026-03-03 14:36:52+00:00,update_quantidade,47.0,"{""produto_id"": 62, ""quantidade_anterior"": 2, ""quantidade_nova"": 2}"
21823,2075,413,ddd7c267-1bd,2026-03-03 14:42:11+00:00,update_quantidade,10.0,"{""produto_id"": 6, ""quantidade_anterior"": 1, ""quantidade_nova"": 4}"
21824,2075,413,ddd7c267-1bd,2026-03-03 14:44:44+00:00,view_checkout,112.0,"{""etapa"": ""pagamento"", ""tempo_na_etapa_s"": 177}"
21825,2075,413,ddd7c267-1bd,2026-03-03 14:50:40+00:00,inicio_pagamento,67.0,"{""metodo"": ""cartao_debito"", ""parcelas"": 10}"
21826,2076,286,3bde9a9c-3f1,2026-03-13 21:13:00+00:00,view_produto,29.0,"{""produto_id"": 97, ""tempo_visualizacao_s"": 153, ""scroll_depth"": 0.91}"
21827,2076,286,3bde9a9c-3f1,2026-03-13 21:17:40+00:00,add_carrinho,96.0,"{""produto_id"": 37, ""quantidade"": 1, ""origem"": ""busca""}"
21828,2076,286,3bde9a9c-3f1,2026-03-13 21:22:11+00:00,view_produto,87.0,"{""produto_id"": 131, ""tempo_visualizacao_s"": 46, ""scroll_depth"": 0.54}"
21829,2076,286,3bde9a9c-3f1,2026-03-13 21:23:53+00:00,add_carrinho,86.0,"{""produto_id"": 117, ""quantidade"": 2, ""origem"": ""recomendacao""}"
21830,2076,286,3bde9a9c-3f1,2026-03-13 21:26:26+00:00,view_checkout,62.0,"{""etapa"": ""endereco"", ""tempo_na_etapa_s"": 218}"
21831,2076,286,3bde9a9c-3f1,2026-03-13 21:28:25+00:00,abandono,,"{""pagina_saida"": ""carrinho"", ""tempo_inativo_s"": 6587}"
21832,2076,286,b8afbae2-35e,2026-03-15 09:36:00+00:00,retorno,4.0,"{""origem_retorno"": ""email_link"", ""horas_desde_abandono"": 92}"
21833,2076,286,b8afbae2-35e,2026-03-15 09:40:07+00:00,view_checkout,90.0,"{""etapa"": ""endereco"", ""tempo_na_etapa_s"": 139}"
21834,2076,286,b8afbae2-35e,2026-03-15 09:44:55+00:00,inicio_pagamento,77.0,"{""metodo"": ""pix"", ""parcelas"": 6}"
21835,2077,806,ca058cfe-2de,2026-03-08 20:30:00+00:00,view_produto,31.0,"{""produto_id"": 189, ""tempo_visualizacao_s"": 160, ""scroll_depth"": 0.61}"
21836,2077,806,ca058cfe-2de,2026-03-08 20:35:21+00:00,view_produto,46.0,"{""produto_id"": 211, ""tempo_visualizacao_s"": 160, ""scroll_depth"": 0.53}"
21837,2077,806,ca058cfe-2de,2026-03-08 20:38:02+00:00,add_carrinho,113.0,"{""produto_id"": 161, ""quantidade"": 1, ""origem"": ""pagina_produto""}"
21838,2077,806,ca058cfe-2de,2026-03-08 20:43:20+00:00,view_produto,88.0,"{""produto_id"": 76, ""tempo_visualizacao_s"": 34, ""scroll_depth"": 0.7}"
21839,2077,806,ca058cfe-2de,2026-03-08 20:48:56+00:00,view_produto,43.0,"{""produto_id"": 109, ""tempo_visualizacao_s"": 19, ""scroll_depth"": 0.4}"
21840,2077,806,ca058cfe-2de,2026-03-08 20:50:05+00:00,add_carrinho,35.0,"{""produto_id"": 20, ""quantidade"": 2, ""origem"": ""busca""}"
21841,2077,806,ca058cfe-2de,2026-03-08 20:55:43+00:00,remove_carrinho,103.0,"{""produto_id"": 69, ""motivo"": null}"
21842,2077,806,ca058cfe-2de,2026-03-08 20:57:37+00:00,view_checkout,42.0,"{""etapa"": ""pagamento"", ""tempo_na_etapa_s"": 203}"
21843,2077,806,ca058cfe-2de,2026-03-08 21:02:02+00:00,abandono,,"{""pagina_saida"": ""checkout"", ""tempo_inativo_s"": 6849}"
21844,2078,34,8deb47bb-220,2026-06-15 18:18:00+00:00,view_produto,59.0,"{""produto_id"": 47, ""tempo_visualizacao_s"": 161, ""scroll_depth"": 0.84}"
21845,2078,34,8deb47bb-220,2026-06-15 18:19:23+00:00,view_produto,71.0,"{""produto_id"": 195, ""tempo_visualizacao_s"": 122, ""scroll_depth"": 0.47}"
21846,2078,34,8deb47bb-220,2026-06-15 18:21:10+00:00,add_carrinho,84.0,"{""produto_id"": 142, ""quantidade"": 3, ""origem"": ""pagina_produto""}"
21847,2078,34,8deb47bb-220,2026-06-15 18:22:47+00:00,view_produto,117.0,"{""produto_id"": 121, ""tempo_visualizacao_s"": 112, ""scroll_depth"": 0.92}"
21848,2078,34,8deb47bb-220,2026-06-15 18:26:25+00:00,view_produto,76.0,"{""produto_id"": 190, ""tempo_visualizacao_s"": 99, ""scroll_depth"": 0.31}"
21849,2078,34,8deb47bb-220,2026-06-15 18:29:10+00:00,update_quantidade,26.0,"{""produto_id"": 268, ""quantidade_anterior"": 2, ""quantidade_nova"": 4}"
21850,2078,34,8deb47bb-220,2026-06-15 18:33:24+00:00,add_carrinho,86.0,"{""produto_id"": 87, ""quantidade"": 2, ""origem"": ""busca""}"
21851,2078,34,8deb47bb-220,2026-06-15 18:35:35+00:00,remove_carrinho,53.0,"{""produto_id"": 201, ""motivo"": null}"
21852,2078,34,8deb47bb-220,2026-06-15 18:36:44+00:00,view_checkout,43.0,"{""etapa"": ""endereco"", ""tempo_na_etapa_s"": 36}"
21853,2078,34,8deb47bb-220,2026-06-15 18:38:00+00:00,abandono,,"{""pagina_saida"": ""checkout"", ""tempo_inativo_s"": 2257}"
21854,2079,95,a3176139-cce,2026-01-07 11:59:00+00:00,add_carrinho,25.0,"{""produto_id"": 187, ""quantidade"": 2, ""origem"": ""pagina_produto""}"
