pedido_id,carrinho_id,cliente_id,data_pedido,valor_subtotal,valor_frete,valor_desconto,valor_total,metodo_pagamento,status_pedido,origem_recuperacao,resgate_id,created_at
455,1497,1496,2026-03-26 09:06:00+00:00,580.08,5.73,71.45,514.36,cartao_debito,entregue,True,,2026-03-26 09:06:00+00:00
456,1499,724,2026-01-08 13:45:00+00:00,482.5,15.73,0.0,498.23,pix,entregue,False,,2026-01-08 13:45:00+00:00
457,1508,157,2026-03-21 12:30:00+00:00,484.37,35.13,0.0,519.5,pix,enviado,False,,2026-03-21 12:30:00+00:00
458,1510,1312,2026-06-28 14:51:00+00:00,515.93,37.83,0.0,553.76,pix,confirmado,False,,2026-06-28 14:51:00+00:00
459,1513,1394,2026-03-26 14:04:00+00:00,522.09,6.94,44.76,484.27,pix,enviado,True,,2026-03-26 14:04:00+00:00
460,1514,1139,2026-04-05 11:13:00+00:00,185.61,34.06,0.0,219.67,cartao_credito,entregue,False,,2026-04-05 11:13:00+00:00
461,1515,1133,2026-01-13 15:57:00+00:00,742.57,0.0,0.0,742.57,pix,entregue,False,,2026-01-13 15:57:00+00:00
462,1516,998,2026-06-20 21:27:00+00:00,252.21,29.75,0.0,281.96,pix,enviado,False,,2026-06-20 21:27:00+00:00
463,1517,795,2026-04-06 18:42:00+00:00,497.3,43.29,48.16,492.43,pix,confirmado,True,,2026-04-06 18:42:00+00:00
464,1519,22,2026-02-27 16:31:00+00:00,20.67,5.58,0.0,26.25,pix,enviado,False,,2026-02-27 16:31:00+00:00
465,1521,843,2026-04-15 20:29:00+00:00,208.19,39.33,19.3,228.22,pix,entregue,True,,2026-04-15 20:29:00+00:00
466,1523,993,2026-02-26 07:26:00+00:00,242.17,11.78,0.0,253.95,cartao_credito,cancelado,False,,2026-02-26 07:26:00+00:00
467,1529,435,2026-05-27 21:57:00+00:00,352.95,27.15,0.0,380.1,cartao_credito,confirmado,False,,2026-05-27 21:57:00+00:00
468,1530,1302,2026-05-25 18:05:00+00:00,25.05,17.32,0.0,42.37,pix,entregue,False,,2026-05-25 18:05:00+00:00
469,1532,950,2026-02-20 09:31:00+00:00,756.43,38.0,0.0,794.43,cartao_credito,enviado,False,,2026-02-20 09:31:00+00:00
470,1535,780,2026-02-26 16:53:00+00:00,639.36,39.54,39.08,639.82,cartao_credito,entregue,True,,2026-02-26 16:53:00+00:00
471,1537,974,2026-04-11 17:10:00+00:00,407.52,32.05,0.0,439.57,cartao_credito,entregue,True,1280,2026-04-11 17:10:00+00:00
472,1538,447,2026-01-15 00:09:00+00:00,100.76,28.23,0.0,128.99,cartao_credito,entregue,False,,2026-01-15 00:09:00+00:00
473,1541,1459,2026-03-11 16:46:00+00:00,271.55,8.23,0.0,279.78,pix,enviado,False,,2026-03-11 16:46:00+00:00
474,1545,1344,2026-06-16 00:00:00+00:00,258.77,15.55,31.33,242.99,pix,entregue,True,,2026-06-16 00:00:00+00:00
475,1553,330,2026-04-18 22:38:00+00:00,220.33,37.84,0.0,258.17,cartao_debito,entregue,False,,2026-04-18 22:38:00+00:00
476,1556,122,2026-02-03 16:19:00+00:00,490.62,43.98,0.0,534.6,cartao_credito,enviado,False,,2026-02-03 16:19:00+00:00
477,1558,1187,2026-04-07 11:02:00+00:00,310.31,37.21,43.32,304.2,boleto,confirmado,True,,2026-04-07 11:02:00+00:00
478,1560,1441,2026-02-17 21:53:00+00:00,180.51,21.08,0.0,201.59,boleto,entregue,False,,2026-02-17 21:53:00+00:00
479,1565,998,2026-03-18 15:48:00+00:00,138.58,8.51,0.0,147.09,pix,confirmado,False,,2026-03-18 15:48:00+00:00
480,1567,647,2026-05-21 11:01:00+00:00,335.91,20.82,0.0,356.73,pix,enviado,False,,2026-05-21 11:01:00+00:00
481,1571,191,2026-03-24 16:05:00+00:00,1008.75,8.38,144.49,872.64,pix,entregue,True,,2026-03-24 16:05:00+00:00
482,1573,835,2026-01-01 14:14:00+00:00,153.2,5.02,0.0,158.22,boleto,entregue,False,,2026-01-01 14:14:00+00:00
483,1576,121,2026-03-08 17:34:00+00:00,174.13,13.36,0.0,187.49,pix,confirmado,False,,2026-03-08 17:34:00+00:00
484,1578,882,2026-02-23 16:36:00+00:00,245.72,6.7,0.0,252.42,boleto,entregue,False,,2026-02-23 16:36:00+00:00
485,1581,348,2026-03-18 09:49:00+00:00,67.7,41.43,0.0,109.13,pix,confirmado,False,,2026-03-18 09:49:00+00:00
486,1584,156,2026-06-19 18:14:00+00:00,225.89,5.11,0.0,231.0,cartao_credito,confirmado,False,,2026-06-19 18:14:00+00:00
487,1587,163,2026-03-04 07:42:00+00:00,403.48,31.05,0.0,434.53,pix,entregue,False,,2026-03-04 07:42:00+00:00
488,1589,1405,2026-06-15 10:44:00+00:00,42.4,33.09,0.0,75.49,boleto,entregue,False,,2026-06-15 10:44:00+00:00
489,1592,1196,2026-06-04 09:54:00+00:00,209.78,25.67,0.0,235.45,pix,entregue,False,,2026-06-04 09:54:00+00:00
490,1597,1222,2026-03-06 15:10:00+00:00,14.92,5.69,0.0,20.61,cartao_debito,enviado,False,,2026-03-06 15:10:00+00:00
491,1598,1219,2026-03-10 14:57:00+00:00,393.49,7.8,0.0,401.29,cartao_debito,entregue,False,,2026-03-10 14:57:00+00:00
492,1599,853,2026-06-23 08:53:00+00:00,306.29,36.68,0.0,342.97,pix,entregue,False,,2026-06-23 08:53:00+00:00
493,1600,482,2026-02-28 15:22:00+00:00,452.83,30.93,30.88,452.88,boleto,entregue,True,,2026-02-28 15:22:00+00:00
494,1608,1249,2026-03-09 13:42:00+00:00,606.11,26.89,0.0,633.0,cartao_credito,enviado,False,,2026-03-09 13:42:00+00:00
495,1614,874,2026-04-08 22:43:00+00:00,467.57,37.76,43.84,461.49,pix,enviado,True,,2026-04-08 22:43:00+00:00
496,1616,577,2026-06-26 23:44:00+00:00,68.49,38.76,9.27,97.98,pix,entregue,True,,2026-06-26 23:44:00+00:00
497,1617,303,2026-02-20 10:37:00+00:00,42.68,40.96,0.0,83.64,cartao_credito,confirmado,False,,2026-02-20 10:37:00+00:00
498,1623,510,2026-06-24 16:46:00+00:00,259.55,35.28,0.0,294.83,pix,entregue,False,,2026-06-24 16:46:00+00:00
499,1631,21,2026-06-24 21:13:00+00:00,327.16,24.17,0.0,351.33,pix,entregue,False,,2026-06-24 21:13:00+00:00
500,1632,991,2026-03-24 15:22:00+00:00,360.91,16.34,0.0,377.25,pix,cancelado,False,,2026-03-24 15:22:00+00:00
501,1633,117,2026-04-25 13:44:00+00:00,343.56,9.27,0.0,352.83,cartao_credito,entregue,False,,2026-04-25 13:44:00+00:00
502,1634,1027,2026-06-16 15:06:00+00:00,539.36,9.34,0.0,548.7,cartao_credito,entregue,False,,2026-06-16 15:06:00+00:00
503,1636,499,2026-03-01 22:08:00+00:00,47.37,32.16,4.46,75.07,cartao_credito,entregue,True,,2026-03-01 22:08:00+00:00
504,1643,408,2026-03-21 11:43:00+00:00,421.17,0.0,32.36,388.81,cartao_credito,entregue,True,,2026-03-21 11:43:00+00:00
505,1645,774,2026-01-09 14:33:00+00:00,155.84,11.05,0.0,166.89,cartao_credito,entregue,False,,2026-01-09 14:33:00+00:00
506,1651,1332,2026-02-28 14:54:00+00:00,772.72,0.0,47.78,724.94,cartao_credito,entregue,True,,2026-02-28 14:54:00+00:00
507,1656,269,2026-02-05 12:57:00+00:00,222.59,40.97,33.35,230.21,cartao_credito,entregue,True,,2026-02-05 12:57:00+00:00
508,1657,1278,2026-04-23 18:24:00+00:00,644.72,6.55,42.98,608.29,cartao_credito,entregue,True,,2026-04-23 18:24:00+00:00
509,1661,182,2026-03-14 10:14:00+00:00,117.48,42.39,8.35,151.52,pix,confirmado,True,,2026-03-14 10:14:00+00:00
510,1664,679,2026-05-23 15:10:00+00:00,619.95,29.23,0.0,649.18,cartao_debito,entregue,False,,2026-05-23 15:10:00+00:00
511,1666,641,2026-04-18 20:31:00+00:00,487.9,43.2,0.0,531.1,pix,entregue,False,,2026-04-18 20:31:00+00:00
512,1667,518,2026-04-26 22:12:00+00:00,209.95,25.19,0.0,235.14,pix,entregue,False,,2026-04-26 22:12:00+00:00
513,1676,1269,2026-02-09 09:56:00+00:00,197.83,28.95,0.0,226.78,cartao_credito,entregue,False,,2026-02-09 09:56:00+00:00
514,1683,1355,2026-03-24 15:54:00+00:00,685.99,0.0,0.0,685.99,cartao_credito,entregue,False,,2026-03-24 15:54:00+00:00
515,1689,945,2026-04-24 10:52:00+00:00,731.6,22.86,0.0,754.46,pix,confirmado,False,,2026-04-24 10:52:00+00:00
516,1697,1109,2026-05-20 23:47:00+00:00,476.74,41.06,0.0,517.8,cartao_credito,enviado,False,,2026-05-20 23:47:00+00:00
517,1701,998,2026-03-26 10:02:00+00:00,905.17,32.11,109.95,827.33,pix,entregue,True,,2026-03-26 10:02:00+00:00
518,1703,943,2026-03-08 20:44:00+00:00,323.27,22.46,0.0,345.73,cartao_credito,entregue,False,,2026-03-08 20:44:00+00:00
519,1705,304,2026-06-08 12:01:00+00:00,234.85,6.22,0.0,241.07,cartao_credito,entregue,False,,2026-06-08 12:01:00+00:00
520,1707,738,2026-05-02 22:17:00+00:00,225.67,32.29,29.83,228.13,pix,confirmado,True,,2026-05-02 22:17:00+00:00
521,1709,782,2026-03-13 17:55:00+00:00,103.13,24.89,0.0,128.02,boleto,entregue,False,,2026-03-13 17:55:00+00:00
522,1714,475,2026-05-16 10:07:00+00:00,348.71,16.66,39.49,325.88,boleto,entregue,True,,2026-05-16 10:07:00+00:00
523,1716,514,2026-06-15 13:45:00+00:00,288.35,42.56,0.0,330.91,pix,enviado,False,,2026-06-15 13:45:00+00:00
524,1721,93,2026-02-07 00:35:00+00:00,783.77,30.76,0.0,814.53,pix,entregue,False,,2026-02-07 00:35:00+00:00
525,1722,1121,2026-03-08 08:45:00+00:00,118.2,6.52,0.0,124.72,pix,enviado,False,,2026-03-08 08:45:00+00:00
526,1725,779,2026-05-19 09:34:00+00:00,596.98,10.0,0.0,606.98,cartao_credito,entregue,False,,2026-05-19 09:34:00+00:00
527,1726,387,2026-04-23 19:36:00+00:00,125.72,13.76,0.0,139.48,pix,confirmado,False,,2026-04-23 19:36:00+00:00
528,1727,664,2026-04-11 23:05:00+00:00,511.52,32.66,0.0,544.18,pix,enviado,False,,2026-04-11 23:05:00+00:00
529,1732,765,2026-03-11 23:20:00+00:00,107.83,28.18,0.0,136.01,pix,entregue,False,,2026-03-11 23:20:00+00:00
530,1738,1300,2026-01-16 09:08:00+00:00,267.51,0.0,0.0,267.51,cartao_credito,enviado,False,,2026-01-16 09:08:00+00:00
531,1748,1070,2026-01-28 22:40:00+00:00,135.3,25.52,0.0,160.82,boleto,confirmado,False,,2026-01-28 22:40:00+00:00
532,1758,211,2026-01-05 09:07:00+00:00,31.18,15.22,42.49,3.91,boleto,entregue,False,,2026-01-05 09:07:00+00:00
533,1761,899,2026-04-07 19:45:00+00:00,121.21,14.72,0.0,135.93,cartao_credito,entregue,False,,2026-04-07 19:45:00+00:00
534,1768,100,2026-01-27 14:13:00+00:00,175.81,26.63,0.0,202.44,cartao_credito,confirmado,False,,2026-01-27 14:13:00+00:00
535,1769,767,2026-05-11 14:30:00+00:00,82.45,34.74,9.37,107.82,pix,enviado,True,,2026-05-11 14:30:00+00:00
536,1770,839,2026-02-07 16:00:00+00:00,855.25,12.64,0.0,867.89,cartao_credito,entregue,False,,2026-02-07 16:00:00+00:00
537,1774,1093,2026-05-09 17:50:00+00:00,120.38,44.39,0.0,164.77,cartao_credito,enviado,False,,2026-05-09 17:50:00+00:00
538,1775,895,2026-04-23 23:15:00+00:00,391.55,0.0,0.0,391.55,cartao_credito,entregue,False,,2026-04-23 23:15:00+00:00
539,1776,139,2026-05-12 22:28:00+00:00,209.02,8.44,16.05,201.41,pix,entregue,True,,2026-05-12 22:28:00+00:00
540,1781,1480,2026-06-21 13:10:00+00:00,287.2,36.35,0.0,323.55,cartao_credito,entregue,False,,2026-06-21 13:10:00+00:00
541,1783,1202,2026-03-02 12:24:00+00:00,522.14,36.56,67.81,490.89,cartao_credito,entregue,True,,2026-03-02 12:24:00+00:00
542,1784,1251,2026-06-16 23:39:00+00:00,755.65,42.46,98.35,699.76,boleto,entregue,True,,2026-06-16 23:39:00+00:00
543,1788,205,2026-04-05 21:09:00+00:00,166.11,17.28,0.0,183.39,cartao_credito,confirmado,False,,2026-04-05 21:09:00+00:00
544,1789,718,2026-06-26 22:38:00+00:00,90.18,30.67,0.0,120.85,pix,entregue,False,,2026-06-26 22:38:00+00:00
545,1792,459,2026-02-07 15:54:00+00:00,24.12,33.18,2.18,55.12,cartao_credito,entregue,True,,2026-02-07 15:54:00+00:00
546,1795,1500,2026-05-21 21:24:00+00:00,141.17,33.51,15.99,158.69,cartao_debito,entregue,True,,2026-05-21 21:24:00+00:00
547,1796,767,2026-01-08 13:05:00+00:00,85.52,37.01,0.0,122.53,cartao_credito,enviado,False,,2026-01-08 13:05:00+00:00
548,1797,838,2026-02-18 22:54:00+00:00,482.58,33.89,0.0,516.47,pix,entregue,False,,2026-02-18 22:54:00+00:00
549,1799,118,2026-02-19 23:53:00+00:00,966.41,44.7,0.0,1011.11,cartao_credito,entregue,False,,2026-02-19 23:53:00+00:00
550,1812,1147,2026-01-07 10:13:00+00:00,101.14,29.57,0.0,130.71,boleto,entregue,False,,2026-01-07 10:13:00+00:00
551,1814,423,2026-03-20 19:33:00+00:00,291.99,8.37,0.0,300.36,cartao_credito,entregue,False,,2026-03-20 19:33:00+00:00
552,1819,993,2026-05-26 19:29:00+00:00,146.9,5.41,0.0,152.31,boleto,entregue,False,,2026-05-26 19:29:00+00:00
553,1828,282,2026-06-28 09:50:00+00:00,638.45,7.48,0.0,645.93,pix,enviado,False,,2026-06-28 09:50:00+00:00
554,1838,488,2026-01-26 21:47:00+00:00,311.07,9.63,0.0,320.7,cartao_credito,entregue,False,,2026-01-26 21:47:00+00:00
555,1841,62,2026-03-16 15:49:00+00:00,437.07,40.72,0.0,477.79,pix,entregue,False,,2026-03-16 15:49:00+00:00
556,1845,643,2026-06-01 19:09:00+00:00,36.72,32.71,2.91,66.52,cartao_credito,entregue,True,,2026-06-01 19:09:00+00:00
557,1854,56,2026-05-12 10:16:00+00:00,853.8,43.2,0.0,897.0,boleto,entregue,False,,2026-05-12 10:16:00+00:00
558,1861,165,2026-03-01 21:15:00+00:00,56.53,33.31,0.0,89.84,cartao_credito,entregue,False,,2026-03-01 21:15:00+00:00
559,1863,193,2026-03-05 11:05:00+00:00,594.03,28.77,0.0,622.8,pix,enviado,False,,2026-03-05 11:05:00+00:00
560,1868,949,2026-05-06 19:05:00+00:00,106.98,24.22,0.0,131.2,cartao_debito,entregue,False,,2026-05-06 19:05:00+00:00
561,1874,1256,2026-03-24 09:04:00+00:00,133.89,30.33,0.0,164.22,cartao_credito,confirmado,False,,2026-03-24 09:04:00+00:00
562,1879,376,2026-05-01 20:39:00+00:00,378.12,17.5,0.0,395.62,boleto,entregue,False,,2026-05-01 20:39:00+00:00
563,1881,1203,2026-02-20 15:37:00+00:00,210.92,0.0,0.0,210.92,cartao_debito,enviado,True,1571,2026-02-20 15:37:00+00:00
564,1884,1058,2026-01-28 23:01:00+00:00,264.46,11.38,32.69,243.15,pix,confirmado,True,,2026-01-28 23:01:00+00:00
565,1886,496,2026-05-24 14:15:00+00:00,828.24,39.56,0.0,867.8,cartao_credito,entregue,False,,2026-05-24 14:15:00+00:00
566,1887,677,2026-06-09 18:02:00+00:00,405.02,0.0,0.0,405.02,pix,entregue,False,,2026-06-09 18:02:00+00:00
567,1888,178,2026-04-13 16:44:00+00:00,1007.15,20.73,0.0,1027.88,pix,enviado,False,,2026-04-13 16:44:00+00:00
568,1890,1343,2026-02-12 20:14:00+00:00,44.73,36.6,0.0,81.33,cartao_debito,enviado,False,,2026-02-12 20:14:00+00:00
569,1892,108,2026-02-21 22:10:00+00:00,386.66,26.0,55.54,357.12,pix,enviado,True,,2026-02-21 22:10:00+00:00
570,1893,248,2026-04-23 09:52:00+00:00,54.91,25.71,0.0,80.62,cartao_credito,enviado,False,,2026-04-23 09:52:00+00:00
571,1896,1040,2026-06-12 21:27:00+00:00,1004.33,17.97,0.0,1022.3,pix,entregue,False,,2026-06-12 21:27:00+00:00
572,1897,1229,2026-02-11 13:15:00+00:00,148.1,33.22,0.0,181.32,cartao_credito,entregue,False,,2026-02-11 13:15:00+00:00
573,1898,911,2026-01-05 11:20:00+00:00,32.94,14.1,2.78,44.26,cartao_credito,entregue,True,,2026-01-05 11:20:00+00:00
574,1899,1215,2026-06-27 20:29:00+00:00,311.5,6.99,0.0,318.49,pix,entregue,False,,2026-06-27 20:29:00+00:00
575,1900,1319,2026-06-07 18:29:00+00:00,105.83,31.08,0.0,136.91,cartao_credito,entregue,False,,2026-06-07 18:29:00+00:00
576,1901,272,2026-04-19 17:08:00+00:00,518.05,33.05,0.0,551.1,cartao_credito,entregue,False,,2026-04-19 17:08:00+00:00
577,1906,122,2026-04-09 14:19:00+00:00,34.54,16.1,0.0,50.64,pix,entregue,False,,2026-04-09 14:19:00+00:00
578,1907,858,2026-03-26 09:32:00+00:00,678.06,34.25,39.49,672.82,cartao_credito,entregue,True,,2026-03-26 09:32:00+00:00
579,1911,691,2026-05-20 19:29:00+00:00,70.4,34.57,0.0,104.97,cartao_debito,entregue,False,,2026-05-20 19:29:00+00:00
580,1915,1240,2026-02-27 19:18:00+00:00,782.41,30.44,0.0,812.85,cartao_debito,entregue,False,,2026-02-27 19:18:00+00:00
581,1918,1208,2026-06-11 12:55:00+00:00,371.74,0.0,0.0,371.74,pix,entregue,False,,2026-06-11 12:55:00+00:00
582,1921,761,2026-01-15 12:16:00+00:00,127.56,20.76,0.0,148.32,cartao_credito,entregue,True,1607,2026-01-15 12:16:00+00:00
583,1925,943,2026-04-09 17:18:00+00:00,481.7,18.73,0.0,500.43,cartao_debito,confirmado,False,,2026-04-09 17:18:00+00:00
584,1928,1079,2026-04-07 07:23:00+00:00,555.92,26.53,0.0,582.45,pix,enviado,False,,2026-04-07 07:23:00+00:00
585,1935,357,2026-01-01 19:11:00+00:00,573.54,10.98,1032.23,1.0,cartao_credito,entregue,False,,2026-01-01 19:11:00+00:00
586,1940,491,2026-05-11 20:27:00+00:00,490.56,40.56,0.0,531.12,cartao_credito,entregue,False,,2026-05-11 20:27:00+00:00
587,1943,1481,2026-03-27 08:33:00+00:00,667.64,6.14,0.0,673.78,cartao_credito,entregue,False,,2026-03-27 08:33:00+00:00
588,1944,1160,2026-04-13 08:55:00+00:00,296.85,41.63,38.29,300.19,boleto,entregue,True,,2026-04-13 08:55:00+00:00
589,1945,76,2026-01-20 18:52:00+00:00,255.53,19.99,0.0,275.52,pix,enviado,False,,2026-01-20 18:52:00+00:00
590,1950,213,2026-03-05 21:52:00+00:00,0.0,19.11,0.0,19.11,cartao_credito,enviado,False,,2026-03-05 21:52:00+00:00
591,1951,939,2026-02-12 14:31:00+00:00,428.28,33.6,0.0,461.88,pix,entregue,False,,2026-02-12 14:31:00+00:00
592,1954,1226,2026-03-09 06:45:00+00:00,366.51,14.47,0.0,380.98,pix,entregue,False,,2026-03-09 06:45:00+00:00
593,1957,774,2026-06-06 23:25:00+00:00,277.22,29.43,0.0,306.65,boleto,enviado,False,,2026-06-06 23:25:00+00:00
594,1959,881,2026-04-17 10:53:00+00:00,50.04,30.96,0.0,81.0,pix,entregue,False,,2026-04-17 10:53:00+00:00
595,1963,1148,2026-03-16 21:23:00+00:00,223.07,24.5,0.0,247.57,cartao_credito,entregue,False,,2026-03-16 21:23:00+00:00
596,1965,1043,2026-04-05 00:04:00+00:00,264.17,8.49,33.66,239.0,pix,entregue,True,,2026-04-05 00:04:00+00:00
597,1969,965,2026-01-02 20:45:00+00:00,710.84,14.5,0.0,725.34,cartao_credito,enviado,False,,2026-01-02 20:45:00+00:00
598,1974,620,2026-06-15 22:05:00+00:00,675.18,32.85,1321.92,1.0,cartao_credito,entregue,False,,2026-06-15 22:05:00+00:00
599,1979,1308,2026-03-28 12:20:00+00:00,65.44,6.33,0.0,71.77,pix,entregue,False,,2026-03-28 12:20:00+00:00
600,1980,883,2026-06-28 07:19:00+00:00,389.2,35.51,0.0,424.71,cartao_credito,enviado,True,1649,2026-06-28 07:19:00+00:00
601,1981,301,2026-04-29 00:55:00+00:00,896.8,36.61,0.0,933.41,pix,enviado,False,,2026-04-29 00:55:00+00:00
602,1983,907,2026-02-17 22:03:00+00:00,196.45,35.5,0.0,231.95,cartao_credito,confirmado,False,,2026-02-17 22:03:00+00:00
603,1984,15,2026-03-10 23:34:00+00:00,756.5,29.76,0.0,786.26,boleto,cancelado,False,,2026-03-10 23:34:00+00:00
604,1986,692,2026-06-19 22:56:00+00:00,651.6,32.12,0.0,683.72,cartao_credito,entregue,True,1652,2026-06-19 22:56:00+00:00
605,1992,736,2026-06-11 23:16:00+00:00,69.5,34.62,0.0,104.12,boleto,enviado,False,,2026-06-11 23:16:00+00:00
606,1994,543,2026-01-01 09:59:00+00:00,214.19,11.02,0.0,225.21,pix,entregue,False,,2026-01-01 09:59:00+00:00
607,1996,528,2026-01-16 16:45:00+00:00,239.38,33.58,0.0,272.96,cartao_debito,entregue,False,,2026-01-16 16:45:00+00:00
608,2000,293,2026-05-15 12:45:00+00:00,169.04,8.95,0.0,177.99,boleto,enviado,False,,2026-05-15 12:45:00+00:00
609,2002,886,2026-06-09 16:12:00+00:00,640.28,29.07,828.0,1.0,pix,entregue,False,,2026-06-09 16:12:00+00:00
610,2011,1310,2026-04-15 12:15:00+00:00,142.98,35.26,11.85,166.39,cartao_debito,entregue,True,,2026-04-15 12:15:00+00:00
611,2012,558,2026-04-25 15:21:00+00:00,0.0,23.24,0.0,23.24,cartao_credito,entregue,False,,2026-04-25 15:21:00+00:00
612,2013,119,2026-04-12 18:41:00+00:00,271.26,31.19,0.0,302.45,boleto,confirmado,False,,2026-04-12 18:41:00+00:00
613,2015,1210,2026-06-10 12:25:00+00:00,57.61,43.79,7.44,93.96,boleto,entregue,True,,2026-06-10 12:25:00+00:00
614,2016,1037,2026-05-03 09:12:00+00:00,182.44,6.18,24.14,164.48,pix,entregue,True,,2026-05-03 09:12:00+00:00
615,2020,1023,2026-02-12 06:51:00+00:00,1048.87,0.0,0.0,1048.87,cartao_debito,confirmado,False,,2026-02-12 06:51:00+00:00
616,2029,686,2026-03-27 10:32:00+00:00,612.07,23.58,59.34,576.31,cartao_debito,confirmado,True,,2026-03-27 10:32:00+00:00
617,2031,167,2026-04-28 08:49:00+00:00,340.87,11.64,0.0,352.51,boleto,entregue,False,,2026-04-28 08:49:00+00:00
618,2032,1382,2026-04-15 13:03:00+00:00,32.17,16.67,0.0,48.84,cartao_credito,entregue,False,,2026-04-15 13:03:00+00:00
619,2034,956,2026-06-17 12:54:00+00:00,313.49,41.98,0.0,355.47,cartao_credito,entregue,False,,2026-06-17 12:54:00+00:00
620,2037,360,2026-06-15 23:57:00+00:00,536.12,38.87,0.0,574.99,pix,confirmado,False,,2026-06-15 23:57:00+00:00
621,2039,1374,2026-05-09 13:01:00+00:00,352.97,13.09,20.0,346.06,cartao_debito,entregue,True,,2026-05-09 13:01:00+00:00
622,2043,581,2026-01-06 08:44:00+00:00,472.78,43.7,0.0,516.48,cartao_credito,enviado,False,,2026-01-06 08:44:00+00:00
623,2047,145,2026-01-23 16:27:00+00:00,326.97,42.74,0.0,369.71,cartao_credito,enviado,False,,2026-01-23 16:27:00+00:00
624,2048,1026,2026-02-03 21:52:00+00:00,343.18,21.62,0.0,364.8,pix,entregue,False,,2026-02-03 21:52:00+00:00
625,2049,1073,2026-02-19 07:17:00+00:00,507.14,17.91,834.87,1.0,boleto,confirmado,False,,2026-02-19 07:17:00+00:00
626,2054,1196,2026-06-19 23:43:00+00:00,332.92,7.75,0.0,340.67,pix,entregue,False,,2026-06-19 23:43:00+00:00
627,2056,1147,2026-06-27 21:24:00+00:00,899.38,38.1,0.0,937.48,pix,confirmado,False,,2026-06-27 21:24:00+00:00
628,2059,289,2026-06-27 19:22:00+00:00,326.13,39.67,0.0,365.8,pix,entregue,False,,2026-06-27 19:22:00+00:00
629,2060,1453,2026-05-02 07:34:00+00:00,753.96,26.37,0.0,780.33,cartao_credito,entregue,False,,2026-05-02 07:34:00+00:00
630,2062,844,2026-04-03 17:39:00+00:00,451.1,26.08,0.0,477.18,pix,entregue,False,,2026-04-03 17:39:00+00:00
631,2063,1419,2026-02-12 12:49:00+00:00,50.93,22.2,0.0,73.13,pix,confirmado,False,,2026-02-12 12:49:00+00:00
632,2065,1210,2026-04-21 18:26:00+00:00,0.0,32.08,0.0,32.08,cartao_credito,confirmado,False,,2026-04-21 18:26:00+00:00
633,2068,789,2026-05-26 21:09:00+00:00,0.0,7.85,9.14,1.0,boleto,confirmado,True,,2026-05-26 21:09:00+00:00
634,2073,529,2026-03-19 20:50:00+00:00,178.1,7.32,25.45,159.97,pix,confirmado,True,,2026-03-19 20:50:00+00:00
635,2074,249,2026-03-27 16:00:00+00:00,869.23,24.53,0.0,893.76,cartao_debito,enviado,False,,2026-03-27 16:00:00+00:00
636,2075,413,2026-03-03 14:58:00+00:00,0.0,41.34,0.0,41.34,pix,entregue,False,,2026-03-03 14:58:00+00:00
637,2076,286,2026-03-13 21:40:00+00:00,121.79,12.72,17.59,116.92,cartao_credito,entregue,True,,2026-03-13 21:40:00+00:00
638,2087,711,2026-02-23 20:26:00+00:00,49.01,25.35,0.0,74.36,pix,entregue,False,,2026-02-23 20:26:00+00:00
639,2089,308,2026-03-05 20:09:00+00:00,291.94,0.0,0.0,291.94,pix,cancelado,False,,2026-03-05 20:09:00+00:00
640,2093,251,2026-03-13 14:40:00+00:00,434.89,31.99,0.0,466.88,boleto,entregue,False,,2026-03-13 14:40:00+00:00
641,2104,1231,2026-05-04 15:47:00+00:00,220.6,42.68,0.0,263.28,cartao_credito,entregue,False,,2026-05-04 15:47:00+00:00
642,2116,380,2026-02-20 16:36:00+00:00,151.55,35.75,0.0,187.3,pix,confirmado,False,,2026-02-20 16:36:00+00:00
643,2120,170,2026-02-03 21:19:00+00:00,62.23,38.79,8.97,92.05,cartao_credito,enviado,True,,2026-02-03 21:19:00+00:00
644,2122,780,2026-01-19 21:16:00+00:00,743.14,0.0,0.0,743.14,cartao_credito,confirmado,False,,2026-01-19 21:16:00+00:00
645,2125,1036,2026-05-21 21:31:00+00:00,1016.57,41.79,0.0,1058.36,boleto,entregue,False,,2026-05-21 21:31:00+00:00
646,2129,1018,2026-05-19 23:35:00+00:00,304.58,19.74,0.0,324.32,cartao_credito,enviado,False,,2026-05-19 23:35:00+00:00
647,2131,860,2026-03-23 11:09:00+00:00,270.02,32.95,0.0,302.97,pix,entregue,False,,2026-03-23 11:09:00+00:00
648,2135,958,2026-02-21 15:30:00+00:00,706.77,27.1,0.0,733.87,boleto,cancelado,False,,2026-02-21 15:30:00+00:00
649,2137,1352,2026-05-03 16:06:00+00:00,140.73,18.31,0.0,159.04,pix,entregue,False,,2026-05-03 16:06:00+00:00
650,2138,258,2026-05-11 10:59:00+00:00,146.45,10.68,0.0,157.13,boleto,entregue,False,,2026-05-11 10:59:00+00:00
651,2146,388,2026-03-03 16:38:00+00:00,149.94,13.27,0.0,163.21,cartao_credito,entregue,False,,2026-03-03 16:38:00+00:00
652,2147,632,2026-01-10 13:43:00+00:00,262.65,21.04,0.0,283.69,cartao_credito,entregue,False,,2026-01-10 13:43:00+00:00
653,2148,1088,2026-01-23 20:16:00+00:00,111.42,41.41,0.0,152.83,cartao_credito,entregue,False,,2026-01-23 20:16:00+00:00
