item_id,carrinho_id,produto_id,quantidade,preco_unitario,preco_total,data_adicao,data_remocao
2204,901,26,1,2938.76,2938.76,2026-03-20 17:58:00+00:00,
2205,901,112,1,530.72,530.72,2026-03-20 18:06:00+00:00,
2206,901,172,1,1959.09,1959.09,2026-03-20 17:57:00+00:00,
2207,902,83,1,294.71,294.71,2026-06-08 19:55:00+00:00,
2208,902,15,1,1956.05,1956.05,2026-06-08 20:02:00+00:00,
2209,902,131,1,444.39,444.39,2026-06-08 20:08:00+00:00,
2210,902,157,1,2642.54,2642.54,2026-06-08 19:50:00+00:00,
2211,902,99,1,49.25,49.25,2026-06-08 20:03:00+00:00,2026-06-08 20:22:00+00:00
2212,903,223,1,119.45,119.45,2026-03-27 18:59:00+00:00,2026-03-27 19:21:00+00:00
2213,903,137,1,1082.96,1082.96,2026-03-27 19:07:00+00:00,
2214,904,300,3,356.45,1069.35,2026-02-17 11:44:00+00:00,
2215,904,70,1,739.05,739.05,2026-02-17 11:42:00+00:00,
2216,904,88,2,182.7,365.4,2026-02-17 11:53:00+00:00,
2217,905,190,2,498.88,997.76,2026-01-04 20:03:00+00:00,
2218,905,124,1,197.9,197.9,2026-01-04 20:13:00+00:00,
2219,905,18,2,4981.36,9962.72,2026-01-04 20:09:00+00:00,2026-01-04 20:14:00+00:00
2220,907,173,2,2070.54,4141.08,2026-06-01 19:49:00+00:00,
2221,907,31,1,515.98,515.98,2026-06-01 19:51:00+00:00,
2222,907,117,1,368.71,368.71,2026-06-01 19:45:00+00:00,
2223,907,166,1,1007.54,1007.54,2026-06-01 20:06:00+00:00,
2224,908,242,1,28.43,28.43,2026-04-22 20:02:00+00:00,
2225,908,265,1,25.25,25.25,2026-04-22 20:12:00+00:00,2026-04-22 20:22:00+00:00
2226,908,253,1,99.09,99.09,2026-04-22 20:13:00+00:00,2026-04-22 20:22:00+00:00
2227,908,220,1,235.64,235.64,2026-04-22 20:33:00+00:00,
2228,909,13,2,2326.59,4653.18,2026-03-01 00:12:00+00:00,
2229,910,292,1,468.84,468.84,2026-06-08 08:38:00+00:00,
2230,911,178,1,121.96,121.96,2026-05-06 13:05:00+00:00,
2231,911,74,2,374.16,748.32,2026-05-06 13:01:00+00:00,2026-05-06 13:24:00+00:00
2232,911,260,2,90.37,180.74,2026-05-06 13:24:00+00:00,
2233,912,114,1,119.28,119.28,2026-03-26 08:31:00+00:00,
2234,912,180,1,81.43,81.43,2026-03-26 08:30:00+00:00,
2235,913,289,1,283.57,283.57,2026-05-21 21:01:00+00:00,
2236,913,203,1,788.27,788.27,2026-05-21 21:01:00+00:00,2026-05-21 21:02:00+00:00
2237,913,275,2,98.0,196.0,2026-05-21 21:04:00+00:00,2026-05-21 21:05:00+00:00
2238,914,65,1,2805.88,2805.88,2026-02-10 07:28:00+00:00,
2239,914,2,2,2289.66,4579.32,2026-02-10 07:32:00+00:00,
2240,914,183,1,482.42,482.42,2026-02-10 07:31:00+00:00,
2241,914,226,1,129.65,129.65,2026-02-10 07:37:00+00:00,
2242,915,121,1,525.02,525.02,2026-02-09 08:46:00+00:00,
2243,916,272,1,123.52,123.52,2026-06-12 09:46:00+00:00,
2244,916,262,1,103.26,103.26,2026-06-12 09:49:00+00:00,
2245,916,22,1,3174.04,3174.04,2026-06-12 10:03:00+00:00,
2246,917,280,1,311.72,311.72,2026-04-17 07:02:00+00:00,
2247,918,88,1,191.1,191.1,2026-03-18 06:58:00+00:00,2026-03-18 07:08:00+00:00
2248,918,260,1,87.19,87.19,2026-03-18 07:08:00+00:00,
2249,918,172,1,1959.09,1959.09,2026-03-18 07:10:00+00:00,
2250,918,133,1,384.99,384.99,2026-03-18 07:13:00+00:00,
2251,919,25,3,4392.9,13178.7,2026-02-27 13:59:00+00:00,
2252,920,191,1,517.94,517.94,2026-05-05 18:52:00+00:00,2026-05-05 19:23:00+00:00
2253,920,90,1,505.81,505.81,2026-05-05 18:55:00+00:00,
2254,920,127,1,540.75,540.75,2026-05-05 19:14:00+00:00,
2255,921,113,1,308.33,308.33,2026-06-02 06:25:00+00:00,
2256,922,64,1,1944.9,1944.9,2026-03-18 23:12:00+00:00,
2257,922,175,1,93.57,93.57,2026-03-18 23:13:00+00:00,
2258,922,74,2,374.16,748.32,2026-03-18 23:35:00+00:00,2026-03-18 23:36:00+00:00
2259,923,176,2,625.26,1250.52,2026-04-18 22:28:00+00:00,
2260,923,71,2,3750.57,7501.14,2026-04-18 22:33:00+00:00,
2261,924,189,1,70.28,70.28,2026-05-13 09:30:00+00:00,
2262,924,54,1,4525.49,4525.49,2026-05-13 09:32:00+00:00,
2263,924,96,1,69.47,69.47,2026-05-13 09:34:00+00:00,2026-05-13 09:35:00+00:00
2264,925,41,2,466.23,932.46,2026-06-26 16:38:00+00:00,
2265,925,36,1,3315.75,3315.75,2026-06-26 16:43:00+00:00,
2266,926,102,1,43.81,43.81,2026-03-05 20:43:00+00:00,
2267,927,68,1,2766.36,2766.36,2026-02-01 23:17:00+00:00,
2268,927,73,2,458.77,917.54,2026-02-01 23:38:00+00:00,
2269,928,126,1,213.49,213.49,2026-04-05 22:37:00+00:00,
2270,929,96,1,69.47,69.47,2026-03-15 18:19:00+00:00,
2271,929,243,1,105.21,105.21,2026-03-15 18:36:00+00:00,
2272,929,299,1,258.48,258.48,2026-03-15 18:08:00+00:00,
2273,930,22,1,3288.11,3288.11,2026-02-02 10:02:00+00:00,
2274,930,23,1,4423.2,4423.2,2026-02-02 10:03:00+00:00,
2275,930,62,2,4458.01,8916.02,2026-02-02 10:12:00+00:00,
2276,930,87,1,132.9,132.9,2026-02-02 10:16:00+00:00,
2277,930,219,1,142.11,142.11,2026-02-02 10:14:00+00:00,
2278,930,24,1,800.32,800.32,2026-02-02 10:42:00+00:00,
2279,931,14,2,2678.03,5356.06,2026-02-19 08:30:00+00:00,
2280,931,116,2,469.36,938.72,2026-02-19 08:32:00+00:00,2026-02-19 08:34:00+00:00
2281,931,52,2,159.71,319.42,2026-02-19 08:30:00+00:00,
2282,932,8,1,641.89,641.89,2026-04-05 23:14:00+00:00,
2283,932,164,1,1051.28,1051.28,2026-04-05 23:13:00+00:00,
2284,932,137,1,1082.96,1082.96,2026-04-05 23:34:00+00:00,
2285,933,117,1,374.89,374.89,2026-04-18 15:02:00+00:00,2026-04-18 15:06:00+00:00
2286,933,108,1,323.59,323.59,2026-04-18 14:55:00+00:00,
2287,934,243,2,104.88,209.76,2026-03-25 20:30:00+00:00,
2288,935,250,1,7.41,7.41,2026-05-07 21:22:00+00:00,
2289,935,270,1,363.07,363.07,2026-05-07 21:23:00+00:00,2026-05-07 22:14:00+00:00
2290,935,18,1,4981.36,4981.36,2026-05-07 21:26:00+00:00,
2291,936,110,2,560.91,1121.82,2026-05-23 06:18:00+00:00,2026-05-23 06:23:00+00:00
2292,936,50,1,1962.53,1962.53,2026-05-23 06:29:00+00:00,2026-05-23 06:43:00+00:00
2293,936,148,1,322.13,322.13,2026-05-23 06:16:00+00:00,
2294,936,105,2,361.22,722.44,2026-05-23 06:22:00+00:00,
2295,937,126,2,213.49,426.98,2026-01-25 21:30:00+00:00,
2296,937,207,1,1034.78,1034.78,2026-01-25 21:30:00+00:00,
2297,937,278,2,47.6,95.2,2026-01-25 21:30:00+00:00,
2298,937,45,1,264.73,264.73,2026-01-25 21:32:00+00:00,
2299,938,293,1,468.7,468.7,2026-01-06 18:12:00+00:00,2026-01-06 18:34:00+00:00
2300,939,192,3,463.2,1389.6,2026-04-26 10:27:00+00:00,
2301,940,164,1,1051.28,1051.28,2026-05-12 14:00:00+00:00,
2302,940,254,1,32.11,32.11,2026-05-12 14:34:00+00:00,
2303,941,10,1,996.01,996.01,2026-04-28 18:23:00+00:00,2026-04-28 18:33:00+00:00
2304,942,113,1,295.22,295.22,2026-03-03 14:34:00+00:00,
2305,942,81,1,123.58,123.58,2026-03-03 14:39:00+00:00,2026-03-03 14:42:00+00:00
2306,942,172,1,1959.09,1959.09,2026-03-03 14:42:00+00:00,2026-03-03 14:43:00+00:00
2307,943,282,1,263.22,263.22,2026-03-19 12:22:00+00:00,
2308,943,262,1,103.26,103.26,2026-03-19 12:47:00+00:00,
2309,944,283,1,27.96,27.96,2026-04-14 15:31:00+00:00,2026-04-14 15:38:00+00:00
2310,944,111,1,312.13,312.13,2026-04-14 16:00:00+00:00,2026-04-14 16:04:00+00:00
2311,945,78,1,591.26,591.26,2026-02-19 16:12:00+00:00,
2312,945,240,2,145.2,290.4,2026-02-19 16:03:00+00:00,
2313,945,89,1,352.39,352.39,2026-02-19 16:20:00+00:00,
2314,946,65,1,2805.88,2805.88,2026-03-21 14:24:00+00:00,
2315,946,39,2,503.84,1007.68,2026-03-21 14:27:00+00:00,
2316,946,153,1,327.92,327.92,2026-03-21 14:26:00+00:00,
2317,947,165,3,2491.31,7473.93,2026-05-20 15:49:00+00:00,
2318,947,110,2,560.91,1121.82,2026-05-20 15:51:00+00:00,
2319,947,212,1,256.26,256.26,2026-05-20 15:50:00+00:00,
2320,948,297,1,466.44,466.44,2026-02-22 07:54:00+00:00,
2321,949,37,1,1891.39,1891.39,2026-03-09 21:12:00+00:00,2026-03-09 21:14:00+00:00
2322,949,138,2,651.3,1302.6,2026-03-09 20:57:00+00:00,2026-03-09 21:00:00+00:00
2323,950,120,1,478.07,478.07,2026-02-07 06:18:00+00:00,
2324,950,102,1,43.81,43.81,2026-02-07 06:34:00+00:00,
2325,951,83,2,288.27,576.54,2026-02-19 15:43:00+00:00,
2326,951,256,2,29.13,58.26,2026-02-19 16:03:00+00:00,
2327,951,8,1,641.89,641.89,2026-02-19 16:03:00+00:00,
2328,952,129,3,400.57,1201.71,2026-06-15 20:05:00+00:00,
2329,952,280,1,298.34,298.34,2026-06-15 20:08:00+00:00,2026-06-15 20:12:00+00:00
2330,952,134,1,213.86,213.86,2026-06-15 20:05:00+00:00,
2331,952,206,1,306.3,306.3,2026-06-15 20:04:00+00:00,
2332,953,17,1,1084.8,1084.8,2026-06-17 13:44:00+00:00,2026-06-17 14:00:00+00:00
2333,953,277,2,158.56,317.12,2026-06-17 13:45:00+00:00,
2334,954,190,1,498.88,498.88,2026-04-15 06:26:00+00:00,2026-04-15 06:48:00+00:00
2335,954,96,2,69.47,138.94,2026-04-15 06:37:00+00:00,
2336,954,204,1,328.03,328.03,2026-04-15 06:30:00+00:00,2026-04-15 06:59:00+00:00
2337,954,288,1,54.53,54.53,2026-04-15 06:34:00+00:00,2026-04-15 06:44:00+00:00
2338,955,213,1,46.69,46.69,2026-04-15 19:27:00+00:00,
2339,955,27,1,2792.47,2792.47,2026-04-15 19:31:00+00:00,
2340,955,3,1,1318.09,1318.09,2026-04-15 19:37:00+00:00,
2341,955,135,1,257.36,257.36,2026-04-15 19:34:00+00:00,2026-04-15 19:42:00+00:00
2342,956,113,1,295.22,295.22,2026-05-18 16:08:00+00:00,2026-05-18 16:16:00+00:00
2343,957,208,2,153.52,307.04,2026-02-28 12:49:00+00:00,
2344,957,47,2,997.98,1995.96,2026-02-28 12:50:00+00:00,
2345,957,151,1,1921.1,1921.1,2026-02-28 12:47:00+00:00,
2346,958,229,1,281.94,281.94,2026-03-12 23:40:00+00:00,
2347,958,176,2,625.26,1250.52,2026-03-12 23:36:00+00:00,
2348,958,12,1,3048.91,3048.91,2026-03-13 00:09:00+00:00,2026-03-13 00:19:00+00:00
2349,958,60,1,3275.34,3275.34,2026-03-12 23:46:00+00:00,
2350,959,230,2,151.49,302.98,2026-05-24 18:38:00+00:00,
2351,959,19,1,2775.09,2775.09,2026-05-24 18:40:00+00:00,
2352,959,263,1,127.26,127.26,2026-05-24 18:42:00+00:00,
2353,960,20,1,845.9,845.9,2026-03-26 14:04:00+00:00,
2354,960,177,1,621.05,621.05,2026-03-26 13:59:00+00:00,
2355,960,218,1,124.17,124.17,2026-03-26 14:00:00+00:00,2026-03-26 14:09:00+00:00
2356,961,296,1,374.08,374.08,2026-01-26 08:56:00+00:00,
2357,961,220,2,241.63,483.26,2026-01-26 09:10:00+00:00,
2358,962,201,2,285.51,571.02,2026-03-25 06:57:00+00:00,2026-03-25 07:14:00+00:00
2359,962,227,1,188.38,188.38,2026-03-25 06:57:00+00:00,2026-03-25 07:05:00+00:00
2360,962,180,1,84.5,84.5,2026-03-25 07:06:00+00:00,
2361,962,251,1,44.25,44.25,2026-03-25 07:17:00+00:00,
2362,963,86,3,128.75,386.25,2026-06-12 22:26:00+00:00,
2363,963,59,2,4040.6,8081.2,2026-06-12 22:40:00+00:00,
2364,964,207,1,1034.78,1034.78,2026-02-01 13:29:00+00:00,
2365,964,154,1,1500.27,1500.27,2026-02-01 13:28:00+00:00,
2366,965,129,1,402.2,402.2,2026-03-17 07:52:00+00:00,2026-03-17 08:28:00+00:00
2367,965,165,2,2491.31,4982.62,2026-03-17 07:53:00+00:00,2026-03-17 08:13:00+00:00
2368,965,58,2,3809.18,7618.36,2026-03-17 07:54:00+00:00,
2369,966,4,1,2005.89,2005.89,2026-02-09 18:44:00+00:00,
2370,966,73,1,458.77,458.77,2026-02-09 18:39:00+00:00,
2371,967,176,1,625.26,625.26,2026-06-14 14:35:00+00:00,
2372,968,218,1,124.17,124.17,2026-02-06 15:32:00+00:00,
2373,968,267,1,135.82,135.82,2026-02-06 15:36:00+00:00,2026-02-06 15:56:00+00:00
2374,968,10,1,1022.08,1022.08,2026-02-06 15:23:00+00:00,
2375,969,239,3,69.27,207.81,2026-05-03 11:19:00+00:00,
2376,969,43,1,2886.93,2886.93,2026-05-03 11:19:00+00:00,
2377,969,202,1,634.16,634.16,2026-05-03 11:27:00+00:00,
2378,970,275,1,98.0,98.0,2026-04-13 21:31:00+00:00,
2379,970,151,1,1957.87,1957.87,2026-04-13 21:30:00+00:00,
2380,971,279,1,423.01,423.01,2026-05-19 06:24:00+00:00,
2381,971,49,1,1832.21,1832.21,2026-05-19 06:36:00+00:00,2026-05-19 06:37:00+00:00
2382,972,99,1,49.25,49.25,2026-05-28 22:34:00+00:00,
2383,972,234,1,188.2,188.2,2026-05-28 22:35:00+00:00,2026-05-28 22:36:00+00:00
2384,972,82,2,273.17,546.34,2026-05-28 22:38:00+00:00,2026-05-28 22:39:00+00:00
2385,973,17,1,1084.8,1084.8,2026-06-28 11:54:00+00:00,
2386,973,220,1,235.64,235.64,2026-06-28 11:54:00+00:00,
2387,974,202,2,611.38,1222.76,2026-01-09 16:50:00+00:00,
2388,974,67,1,2060.43,2060.43,2026-01-09 16:55:00+00:00,
2389,974,19,2,2910.04,5820.08,2026-01-09 16:56:00+00:00,2026-01-09 16:57:00+00:00
2390,975,15,1,2024.08,2024.08,2026-01-12 12:42:00+00:00,2026-01-12 12:55:00+00:00
2391,975,188,1,93.17,93.17,2026-01-12 12:52:00+00:00,
2392,975,104,1,140.04,140.04,2026-01-12 12:45:00+00:00,
2393,976,247,1,60.12,60.12,2026-03-08 11:34:00+00:00,
2394,976,92,2,311.64,623.28,2026-03-08 11:41:00+00:00,
2395,978,153,1,333.24,333.24,2026-05-12 14:45:00+00:00,
2396,978,26,1,2956.87,2956.87,2026-05-12 14:41:00+00:00,
2397,978,141,1,1991.56,1991.56,2026-05-12 14:41:00+00:00,
2398,979,166,1,1007.54,1007.54,2026-05-24 09:46:00+00:00,2026-05-24 10:00:00+00:00
2399,979,217,3,254.12,762.36,2026-05-24 10:10:00+00:00,
2400,980,125,2,452.44,904.88,2026-03-01 12:15:00+00:00,
2401,980,215,1,134.53,134.53,2026-03-01 12:14:00+00:00,
2402,981,166,1,1007.54,1007.54,2026-05-10 06:35:00+00:00,
2403,981,230,1,151.49,151.49,2026-05-10 06:36:00+00:00,
2404,981,32,1,2350.04,2350.04,2026-05-10 06:36:00+00:00,
2405,982,183,1,482.42,482.42,2026-01-26 09:13:00+00:00,
2406,983,205,1,266.97,266.97,2026-05-25 12:33:00+00:00,
2407,983,70,2,739.05,1478.1,2026-05-25 12:48:00+00:00,
2408,983,177,2,621.05,1242.1,2026-05-25 12:23:00+00:00,
2409,984,74,1,374.16,374.16,2026-06-23 21:18:00+00:00,
2410,984,203,1,788.27,788.27,2026-06-23 21:18:00+00:00,
2411,984,245,3,122.82,368.46,2026-06-23 21:20:00+00:00,2026-06-23 21:30:00+00:00
2412,984,64,1,1858.42,1858.42,2026-06-23 21:27:00+00:00,
2413,984,247,1,60.12,60.12,2026-06-23 21:25:00+00:00,
2414,985,282,2,263.22,526.44,2026-02-10 12:46:00+00:00,
2415,985,32,1,2350.04,2350.04,2026-02-10 12:52:00+00:00,
2416,985,196,1,34.55,34.55,2026-02-10 12:50:00+00:00,
2417,985,2,2,2289.66,4579.32,2026-02-10 12:47:00+00:00,
2418,986,214,2,376.15,752.3,2026-05-15 20:35:00+00:00,
2419,986,223,1,119.45,119.45,2026-05-15 20:38:00+00:00,
2420,986,27,3,2792.47,8377.41,2026-05-15 20:39:00+00:00,
2421,987,63,2,1454.59,2909.18,2026-02-18 10:50:00+00:00,
2422,987,207,3,1034.78,3104.34,2026-02-18 11:14:00+00:00,
2423,987,18,1,4981.36,4981.36,2026-02-18 10:49:00+00:00,2026-02-18 10:54:00+00:00
2424,988,37,1,1891.39,1891.39,2026-04-26 18:16:00+00:00,
2425,988,180,1,81.43,81.43,2026-04-26 18:12:00+00:00,
2426,989,260,1,87.19,87.19,2026-01-19 13:15:00+00:00,
2427,990,203,1,788.27,788.27,2026-01-23 12:42:00+00:00,
2428,990,130,1,286.39,286.39,2026-01-23 12:52:00+00:00,
2429,991,190,1,498.88,498.88,2026-06-07 22:46:00+00:00,
2430,991,138,1,626.08,626.08,2026-06-07 22:52:00+00:00,
2431,991,131,2,444.39,888.78,2026-06-07 22:38:00+00:00,
2432,992,39,2,503.84,1007.68,2026-01-22 10:53:00+00:00,
2433,993,135,1,257.36,257.36,2026-03-13 17:56:00+00:00,
2434,993,285,2,361.96,723.92,2026-03-13 17:57:00+00:00,
2435,993,240,1,145.2,145.2,2026-03-13 18:05:00+00:00,
2436,993,71,1,3750.57,3750.57,2026-03-13 17:53:00+00:00,
2437,993,222,1,248.63,248.63,2026-03-13 17:56:00+00:00,2026-03-13 18:11:00+00:00
2438,994,289,1,283.57,283.57,2026-01-11 12:56:00+00:00,
2439,994,176,1,652.59,652.59,2026-01-11 13:11:00+00:00,
2440,995,178,2,122.57,245.14,2026-01-25 18:07:00+00:00,
2441,995,201,3,306.12,918.36,2026-01-25 18:08:00+00:00,
2442,995,59,2,4040.6,8081.2,2026-01-25 18:13:00+00:00,
2443,995,245,1,122.82,122.82,2026-01-25 18:09:00+00:00,
2444,996,290,1,79.6,79.6,2026-03-03 09:29:00+00:00,
2445,996,29,1,1195.74,1195.74,2026-03-03 09:33:00+00:00,
2446,996,250,1,7.5,7.5,2026-03-03 09:27:00+00:00,
2447,997,46,1,182.75,182.75,2026-04-27 09:21:00+00:00,
2448,997,120,1,478.07,478.07,2026-04-27 09:13:00+00:00,
2449,997,3,1,1330.86,1330.86,2026-04-27 09:35:00+00:00,
2450,998,21,2,1574.8,3149.6,2026-03-14 23:34:00+00:00,
2451,999,268,2,52.27,104.54,2026-02-12 18:07:00+00:00,
2452,999,75,1,287.1,287.1,2026-02-12 18:09:00+00:00,
2453,999,117,2,353.34,706.68,2026-02-12 18:28:00+00:00,2026-02-12 18:29:00+00:00
2454,1000,62,2,4458.01,8916.02,2026-03-07 07:17:00+00:00,2026-03-07 07:44:00+00:00
2455,1000,28,2,373.45,746.9,2026-03-07 07:25:00+00:00,2026-03-07 07:38:00+00:00
2456,1000,98,1,74.59,74.59,2026-03-07 07:25:00+00:00,
2457,1000,203,1,788.27,788.27,2026-03-07 07:39:00+00:00,
2458,1001,265,1,25.25,25.25,2026-05-15 13:26:00+00:00,
2459,1002,29,2,1195.74,2391.48,2026-03-07 19:33:00+00:00,2026-03-07 19:34:00+00:00
2460,1002,165,2,2491.31,4982.62,2026-03-07 19:38:00+00:00,
2461,1003,196,1,34.55,34.55,2026-06-12 13:28:00+00:00,
2462,1003,106,1,66.94,66.94,2026-06-12 13:26:00+00:00,2026-06-12 14:29:00+00:00
2463,1003,78,1,591.26,591.26,2026-06-12 13:35:00+00:00,2026-06-12 14:18:00+00:00
2464,1003,126,1,213.49,213.49,2026-06-12 14:36:00+00:00,
2465,1004,159,1,2122.6,2122.6,2026-03-21 18:07:00+00:00,
2466,1004,200,1,200.16,200.16,2026-03-21 18:00:00+00:00,
2467,1005,266,1,133.0,133.0,2026-05-05 16:44:00+00:00,2026-05-05 16:51:00+00:00
2468,1005,233,3,342.86,1028.58,2026-05-05 16:50:00+00:00,
2469,1006,170,1,52.77,52.77,2026-03-21 10:04:00+00:00,2026-03-21 10:13:00+00:00
2470,1006,12,1,3048.91,3048.91,2026-03-21 10:03:00+00:00,
2471,1007,100,1,211.79,211.79,2026-04-19 16:32:00+00:00,
2472,1007,145,1,1153.55,1153.55,2026-04-19 16:39:00+00:00,
2473,1007,132,1,255.34,255.34,2026-04-19 16:31:00+00:00,
2474,1008,291,1,327.37,327.37,2026-06-19 14:18:00+00:00,
2475,1008,142,2,2390.52,4781.04,2026-06-19 14:18:00+00:00,2026-06-19 14:28:00+00:00
2476,1008,75,1,287.1,287.1,2026-06-19 14:30:00+00:00,2026-06-19 14:38:00+00:00
2477,1008,165,1,2561.3,2561.3,2026-06-19 14:15:00+00:00,
2478,1009,95,1,312.83,312.83,2026-05-22 11:05:00+00:00,
2479,1009,41,1,468.75,468.75,2026-05-22 11:07:00+00:00,
2480,1010,125,1,472.11,472.11,2026-05-27 07:35:00+00:00,
2481,1010,136,1,716.08,716.08,2026-05-27 07:35:00+00:00,
2482,1011,185,1,315.73,315.73,2026-01-27 13:21:00+00:00,
2483,1011,128,1,406.57,406.57,2026-01-27 13:23:00+00:00,2026-01-27 13:26:00+00:00
2484,1012,13,1,2326.59,2326.59,2026-03-08 20:32:00+00:00,
2485,1012,137,1,1082.96,1082.96,2026-03-08 20:43:00+00:00,
2486,1012,284,1,110.01,110.01,2026-03-08 20:49:00+00:00,
2487,1013,68,2,2738.68,5477.36,2026-06-09 17:37:00+00:00,
2488,1014,264,1,116.62,116.62,2026-06-21 16:17:00+00:00,
2489,1015,122,2,605.76,1211.52,2026-06-07 15:07:00+00:00,
2490,1015,128,2,406.57,813.14,2026-06-07 15:21:00+00:00,
2491,1015,291,1,327.37,327.37,2026-06-07 15:34:00+00:00,
2492,1015,2,1,2289.66,2289.66,2026-06-07 15:10:00+00:00,
2493,1016,259,1,68.49,68.49,2026-01-21 06:26:00+00:00,
2494,1016,237,1,16.67,16.67,2026-01-21 06:30:00+00:00,
2495,1016,75,1,287.1,287.1,2026-01-21 06:31:00+00:00,
2496,1017,250,1,7.42,7.42,2026-05-07 17:16:00+00:00,
2497,1017,61,1,1802.93,1802.93,2026-05-07 17:12:00+00:00,
2498,1017,258,1,116.45,116.45,2026-05-07 17:34:00+00:00,
2499,1018,104,1,140.04,140.04,2026-05-03 20:43:00+00:00,
2500,1020,134,1,213.86,213.86,2026-06-08 09:41:00+00:00,
2501,1020,27,1,2792.47,2792.47,2026-06-08 09:42:00+00:00,
2502,1021,253,1,99.09,99.09,2026-02-09 22:57:00+00:00,
2503,1021,278,1,47.6,47.6,2026-02-09 23:04:00+00:00,
2504,1021,234,2,188.2,376.4,2026-02-09 23:05:00+00:00,
2505,1021,140,1,357.89,357.89,2026-02-09 23:16:00+00:00,
2506,1022,152,1,920.04,920.04,2026-06-04 12:04:00+00:00,
2507,1022,76,1,316.67,316.67,2026-06-04 12:13:00+00:00,
2508,1022,221,1,205.58,205.58,2026-06-04 11:58:00+00:00,
2509,1022,4,1,2005.89,2005.89,2026-06-04 11:57:00+00:00,
2510,1023,233,3,342.86,1028.58,2026-02-13 08:08:00+00:00,
2511,1023,149,1,832.32,832.32,2026-02-13 08:16:00+00:00,2026-02-13 08:42:00+00:00
2512,1024,173,1,2070.54,2070.54,2026-02-26 20:23:00+00:00,
2513,1025,155,2,67.05,134.1,2026-02-09 19:10:00+00:00,
2514,1025,98,1,74.59,74.59,2026-02-09 19:13:00+00:00,
2515,1026,257,2,107.77,215.54,2026-03-16 18:07:00+00:00,2026-03-16 18:13:00+00:00
2516,1026,127,1,540.75,540.75,2026-03-16 18:15:00+00:00,2026-03-16 18:17:00+00:00
2517,1027,46,1,183.55,183.55,2026-03-27 12:29:00+00:00,
2518,1028,242,1,28.43,28.43,2026-03-26 16:58:00+00:00,
2519,1028,154,2,1500.27,3000.54,2026-03-26 16:58:00+00:00,
2520,1029,150,1,1608.59,1608.59,2026-02-01 10:22:00+00:00,
2521,1029,284,2,110.01,220.02,2026-02-01 10:25:00+00:00,
2522,1029,252,2,39.95,79.9,2026-02-01 10:26:00+00:00,
2523,1030,55,1,2019.18,2019.18,2026-06-10 10:22:00+00:00,
2524,1030,58,1,3809.18,3809.18,2026-06-10 10:27:00+00:00,
2525,1031,106,1,66.94,66.94,2026-04-23 20:46:00+00:00,
2526,1031,288,1,54.53,54.53,2026-04-23 20:45:00+00:00,
2527,1032,209,1,546.28,546.28,2026-03-02 19:22:00+00:00,
2528,1032,188,1,93.17,93.17,2026-03-02 19:12:00+00:00,
2529,1032,292,1,468.84,468.84,2026-03-02 19:46:00+00:00,2026-03-02 19:52:00+00:00
2530,1033,157,2,2642.54,5285.08,2026-06-19 22:00:00+00:00,
2531,1034,172,2,1959.09,3918.18,2026-01-07 17:02:00+00:00,
2532,1034,114,2,119.28,238.56,2026-01-07 17:14:00+00:00,
2533,1035,135,1,257.36,257.36,2026-02-23 08:48:00+00:00,
2534,1035,124,1,196.15,196.15,2026-02-23 08:39:00+00:00,
2535,1036,105,1,374.92,374.92,2026-01-19 21:13:00+00:00,
2536,1037,21,1,1574.8,1574.8,2026-03-09 08:04:00+00:00,
2537,1037,210,1,302.19,302.19,2026-03-09 08:02:00+00:00,2026-03-09 08:05:00+00:00
2538,1038,144,2,2706.0,5412.0,2026-06-23 10:37:00+00:00,
2539,1039,77,1,336.51,336.51,2026-01-24 08:17:00+00:00,
2540,1039,117,1,368.71,368.71,2026-01-24 08:18:00+00:00,2026-01-24 08:24:00+00:00
2541,1039,283,1,27.96,27.96,2026-01-24 08:17:00+00:00,
2542,1040,33,2,2530.05,5060.1,2026-05-14 19:14:00+00:00,2026-05-14 19:21:00+00:00
2543,1041,290,2,79.6,159.2,2026-01-28 10:02:00+00:00,
2544,1041,10,3,996.01,2988.03,2026-01-28 09:57:00+00:00,
2545,1041,216,1,299.76,299.76,2026-01-28 10:12:00+00:00,
2546,1042,270,1,361.34,361.34,2026-05-09 16:13:00+00:00,
2547,1043,163,2,404.4,808.8,2026-03-07 10:18:00+00:00,
2548,1043,170,1,52.77,52.77,2026-03-07 10:20:00+00:00,
2549,1044,222,1,248.63,248.63,2026-04-02 10:47:00+00:00,
2550,1044,265,2,25.25,50.5,2026-04-02 10:48:00+00:00,
2551,1044,192,1,463.2,463.2,2026-04-02 10:53:00+00:00,2026-04-02 10:55:00+00:00
2552,1044,243,1,105.21,105.21,2026-04-02 10:52:00+00:00,
2553,1045,224,1,28.15,28.15,2026-05-10 13:51:00+00:00,
2554,1045,156,1,1795.24,1795.24,2026-05-10 13:50:00+00:00,2026-05-10 13:54:00+00:00
2555,1046,31,1,515.98,515.98,2026-03-12 06:37:00+00:00,
2556,1046,32,1,2350.04,2350.04,2026-03-12 06:36:00+00:00,
2557,1046,190,2,498.88,997.76,2026-03-12 06:38:00+00:00,
2558,1046,173,1,2070.54,2070.54,2026-03-12 06:41:00+00:00,2026-03-12 06:43:00+00:00
2559,1046,267,2,135.82,271.64,2026-03-12 06:36:00+00:00,
2560,1047,18,2,4981.36,9962.72,2026-05-12 19:55:00+00:00,
