carrinho_id,cliente_id,data_criacao,data_ultima_atividade,data_abandono,status,motivo_abandono,valor_subtotal,valor_frete,valor_desconto,valor_total,duracao_sessao_minutos,dispositivo,browser,canal_origem,cliente_novo,tem_conta_criada,created_at,updated_at
1310,455,2026-04-15 14:17:00+00:00,2026-04-15 14:37:00+00:00,2026-04-15 14:37:00+00:00,comprado,indecisao,444.01,13.92,49.93,408.0,25,mobile,Chrome Mobile,google,True,True,2026-04-15 14:17:00+00:00,2026-04-15 14:37:00+00:00
1311,296,2026-02-18 20:20:00+00:00,2026-02-18 20:34:00+00:00,2026-02-18 20:34:00+00:00,abandonado,pagamento,438.04,25.92,0.0,463.96,23,mobile,Safari Mobile,email,False,True,2026-02-18 20:20:00+00:00,2026-02-18 20:34:00+00:00
1312,1039,2026-02-19 07:49:00+00:00,2026-02-19 09:01:00+00:00,,comprado,,120.0,15.89,0.0,135.89,72,desktop,Safari,email,False,True,2026-02-19 07:49:00+00:00,2026-02-19 09:01:00+00:00
1313,1402,2026-02-16 08:08:00+00:00,2026-02-16 08:15:00+00:00,2026-02-16 08:15:00+00:00,abandonado,pagamento,312.51,14.93,0.0,327.44,19,mobile,Samsung Internet,google,False,True,2026-02-16 08:08:00+00:00,2026-02-16 08:15:00+00:00
1314,1371,2026-02-25 19:08:00+00:00,2026-02-25 20:28:00+00:00,,comprado,,406.89,39.46,0.0,446.35,80,desktop,Safari,direct,False,True,2026-02-25 19:08:00+00:00,2026-02-25 20:28:00+00:00
1315,84,2026-05-08 16:55:00+00:00,2026-05-08 17:21:00+00:00,,ativo,,779.09,5.61,0.0,784.7,26,mobile,Chrome Mobile,instagram,True,True,2026-05-08 16:55:00+00:00,2026-05-08 17:21:00+00:00
1316,319,2026-01-19 20:19:00+00:00,2026-01-19 20:41:00+00:00,,ativo,,675.16,23.67,0.0,698.83,22,mobile,Chrome Mobile,facebook,False,True,2026-01-19 20:19:00+00:00,2026-01-19 20:41:00+00:00
1317,874,2026-04-07 21:18:00+00:00,2026-04-07 21:51:00+00:00,,comprado,,291.28,17.66,0.0,308.94,33,mobile,Samsung Internet,direct,False,True,2026-04-07 21:18:00+00:00,2026-04-07 21:51:00+00:00
1318,328,2026-05-14 14:14:00+00:00,2026-05-14 14:28:00+00:00,2026-05-14 14:28:00+00:00,abandonado,frete,443.37,11.53,0.0,454.9,30,desktop,Chrome,direct,True,True,2026-05-14 14:14:00+00:00,2026-05-14 14:28:00+00:00
1319,1363,2026-02-17 06:23:00+00:00,2026-02-17 06:50:00+00:00,2026-02-17 06:50:00+00:00,abandonado,estoque,678.38,11.91,0.0,690.29,40,mobile,Safari Mobile,instagram,False,True,2026-02-17 06:23:00+00:00,2026-02-17 06:50:00+00:00
1320,1100,2026-01-18 23:05:00+00:00,2026-01-18 23:56:00+00:00,,ativo,,79.77,5.97,0.0,85.74,51,desktop,Edge,email,False,True,2026-01-18 23:05:00+00:00,2026-01-18 23:56:00+00:00
1321,1144,2026-06-06 11:31:00+00:00,2026-06-06 11:36:00+00:00,2026-06-06 11:36:00+00:00,abandonado,pagamento,319.32,10.46,0.0,329.78,24,desktop,Edge,email,False,True,2026-06-06 11:31:00+00:00,2026-06-06 11:36:00+00:00
1322,621,2026-03-25 19:20:00+00:00,2026-03-25 19:39:00+00:00,2026-03-25 19:39:00+00:00,abandonado,pagamento,224.38,24.28,0.0,248.66,20,mobile,Safari Mobile,facebook,False,True,2026-03-25 19:20:00+00:00,2026-03-25 19:39:00+00:00
1323,666,2026-01-25 17:37:00+00:00,2026-01-25 17:47:00+00:00,2026-01-25 17:47:00+00:00,abandonado,preco,509.1,41.26,0.0,550.36,12,desktop,Edge,google,False,True,2026-01-25 17:37:00+00:00,2026-01-25 17:47:00+00:00
1324,660,2026-05-21 23:05:00+00:00,2026-05-21 23:44:00+00:00,,ativo,,184.44,37.43,0.0,221.87,39,mobile,Safari Mobile,instagram,True,True,2026-05-21 23:05:00+00:00,2026-05-21 23:44:00+00:00
1325,117,2026-05-10 13:12:00+00:00,2026-05-10 13:17:00+00:00,2026-05-10 13:17:00+00:00,recuperado,frete,514.33,5.19,33.6,485.92,7,mobile,Samsung Internet,google,False,True,2026-05-10 13:12:00+00:00,2026-05-10 13:17:00+00:00
1326,826,2026-03-26 12:07:00+00:00,2026-03-26 12:42:00+00:00,2026-03-26 12:42:00+00:00,abandonado,indecisao,120.0,12.55,0.0,132.55,37,tablet,Chrome,instagram,False,True,2026-03-26 12:07:00+00:00,2026-03-26 12:42:00+00:00
1327,1411,2026-06-03 12:56:00+00:00,2026-06-03 13:07:00+00:00,2026-06-03 13:07:00+00:00,abandonado,nao_informado,785.07,28.69,0.0,813.76,22,desktop,Firefox,facebook,False,True,2026-06-03 12:56:00+00:00,2026-06-03 13:07:00+00:00
1328,306,2026-04-10 14:15:00+00:00,2026-04-10 15:33:00+00:00,,comprado,,1063.69,12.51,0.0,1076.2,78,tablet,Safari,facebook,True,False,2026-04-10 14:15:00+00:00,2026-04-10 15:33:00+00:00
1329,15,2026-01-08 23:22:00+00:00,2026-01-08 23:47:00+00:00,2026-01-08 23:47:00+00:00,abandonado,pagamento,565.34,32.96,0.0,598.3,26,mobile,Chrome Mobile,facebook,False,True,2026-01-08 23:22:00+00:00,2026-01-08 23:47:00+00:00
1330,153,2026-02-13 20:44:00+00:00,2026-02-13 20:49:00+00:00,2026-02-13 20:49:00+00:00,comprado,frete,762.26,24.61,49.72,737.15,5,mobile,Safari Mobile,google,False,True,2026-02-13 20:44:00+00:00,2026-02-13 20:49:00+00:00
1331,339,2026-03-19 07:04:00+00:00,2026-03-19 07:17:00+00:00,2026-03-19 07:17:00+00:00,abandonado,frete,457.13,25.6,0.0,482.73,13,desktop,Edge,instagram,False,True,2026-03-19 07:04:00+00:00,2026-03-19 07:17:00+00:00
1332,78,2026-02-09 20:55:00+00:00,2026-02-09 21:22:00+00:00,2026-02-09 21:22:00+00:00,abandonado,frete,48.32,15.68,0.0,64.0,33,mobile,Samsung Internet,outros,False,True,2026-02-09 20:55:00+00:00,2026-02-09 21:22:00+00:00
1333,372,2026-02-08 20:21:00+00:00,2026-02-08 20:27:00+00:00,2026-02-08 20:27:00+00:00,abandonado,preco,304.67,8.08,0.0,312.75,9,mobile,Safari Mobile,google,False,True,2026-02-08 20:21:00+00:00,2026-02-08 20:27:00+00:00
1334,592,2026-03-06 09:26:00+00:00,2026-03-06 09:38:00+00:00,2026-03-06 09:38:00+00:00,abandonado,preco,207.09,44.24,0.0,251.33,37,mobile,Chrome Mobile,instagram,False,True,2026-03-06 09:26:00+00:00,2026-03-06 09:38:00+00:00
1335,1043,2026-02-22 06:12:00+00:00,2026-02-22 06:54:00+00:00,,ativo,,456.15,33.27,0.0,489.42,42,desktop,Firefox,direct,False,True,2026-02-22 06:12:00+00:00,2026-02-22 06:54:00+00:00
1336,606,2026-03-22 14:07:00+00:00,2026-03-22 14:19:00+00:00,2026-03-22 14:19:00+00:00,abandonado,preco,248.71,14.15,0.0,262.86,15,desktop,Chrome,instagram,True,True,2026-03-22 14:07:00+00:00,2026-03-22 14:19:00+00:00
1337,874,2026-03-06 14:25:00+00:00,2026-03-06 15:16:00+00:00,,comprado,,40.46,11.0,0.0,51.46,51,mobile,Chrome Mobile,email,False,True,2026-03-06 14:25:00+00:00,2026-03-06 15:16:00+00:00
1338,356,2026-01-25 15:06:00+00:00,2026-01-25 15:13:00+00:00,2026-01-25 15:13:00+00:00,abandonado,frete,460.08,23.25,0.0,483.33,7,mobile,Safari Mobile,instagram,False,True,2026-01-25 15:06:00+00:00,2026-01-25 15:13:00+00:00
1339,1229,2026-04-10 18:06:00+00:00,2026-04-10 18:40:00+00:00,2026-04-10 18:40:00+00:00,abandonado,frete,710.4,35.51,0.0,745.91,36,tablet,Chrome,google,False,True,2026-04-10 18:06:00+00:00,2026-04-10 18:40:00+00:00
1340,784,2026-06-23 19:29:00+00:00,2026-06-23 19:34:00+00:00,2026-06-23 19:34:00+00:00,abandonado,frete,323.9,21.63,0.0,345.53,5,desktop,Edge,direct,False,True,2026-06-23 19:29:00+00:00,2026-06-23 19:34:00+00:00
1341,731,2026-06-01 10:25:00+00:00,2026-06-01 10:32:00+00:00,2026-06-01 10:32:00+00:00,abandonado,nao_informado,288.96,14.16,0.0,303.12,31,mobile,Samsung Internet,direct,False,True,2026-06-01 10:25:00+00:00,2026-06-01 10:32:00+00:00
1342,800,2026-06-12 15:21:00+00:00,2026-06-12 16:21:00+00:00,,comprado,,145.62,5.12,0.0,150.74,60,mobile,Chrome Mobile,outros,False,True,2026-06-12 15:21:00+00:00,2026-06-12 16:21:00+00:00
1343,1113,2026-05-28 09:05:00+00:00,2026-05-28 09:23:00+00:00,2026-05-28 09:23:00+00:00,abandonado,nao_informado,367.32,13.57,0.0,380.89,29,desktop,Safari,google,True,False,2026-05-28 09:05:00+00:00,2026-05-28 09:23:00+00:00
1344,114,2026-04-09 09:37:00+00:00,2026-04-09 09:47:00+00:00,2026-04-09 09:47:00+00:00,abandonado,frete,1106.31,19.66,0.0,1125.97,20,mobile,Samsung Internet,direct,False,True,2026-04-09 09:37:00+00:00,2026-04-09 09:47:00+00:00
1345,166,2026-04-16 15:49:00+00:00,2026-04-16 16:59:00+00:00,,comprado,,447.06,17.65,0.0,464.71,70,mobile,Chrome Mobile,direct,False,True,2026-04-16 15:49:00+00:00,2026-04-16 16:59:00+00:00
1346,747,2026-05-17 07:13:00+00:00,2026-05-17 07:33:00+00:00,,comprado,,68.78,37.5,0.0,106.28,20,tablet,Chrome,facebook,False,True,2026-05-17 07:13:00+00:00,2026-05-17 07:33:00+00:00
1347,5,2026-04-23 12:23:00+00:00,2026-04-23 12:28:00+00:00,2026-04-23 12:28:00+00:00,comprado,indecisao,73.28,25.92,3.94,95.26,22,desktop,Chrome,direct,False,True,2026-04-23 12:23:00+00:00,2026-04-23 12:28:00+00:00
1348,1142,2026-04-03 12:02:00+00:00,2026-04-03 12:15:00+00:00,2026-04-03 12:15:00+00:00,recuperado,frete,43.74,17.29,5.81,55.22,26,desktop,Edge,direct,False,True,2026-04-03 12:02:00+00:00,2026-04-03 12:15:00+00:00
1349,927,2026-05-08 09:15:00+00:00,2026-05-08 09:34:00+00:00,2026-05-08 09:34:00+00:00,abandonado,frete,282.49,9.9,0.0,292.39,19,mobile,Samsung Internet,facebook,True,False,2026-05-08 09:15:00+00:00,2026-05-08 09:34:00+00:00
1350,1346,2026-03-15 11:02:00+00:00,2026-03-15 11:07:00+00:00,2026-03-15 11:07:00+00:00,abandonado,indecisao,362.16,23.28,0.0,385.44,3,desktop,Edge,facebook,False,True,2026-03-15 11:02:00+00:00,2026-03-15 11:07:00+00:00
1351,1285,2026-01-21 14:33:00+00:00,2026-01-21 14:39:00+00:00,2026-01-21 14:39:00+00:00,abandonado,estoque,311.7,43.8,31.17,324.33,7,mobile,Chrome Mobile,google,True,False,2026-01-21 14:33:00+00:00,2026-01-21 14:39:00+00:00
1352,472,2026-06-19 06:07:00+00:00,2026-06-19 06:31:00+00:00,2026-06-19 06:31:00+00:00,expirado,pagamento,120.0,39.58,0.0,159.58,35,mobile,Chrome Mobile,direct,True,True,2026-06-19 06:07:00+00:00,2026-06-19 06:31:00+00:00
1353,806,2026-03-13 07:47:00+00:00,2026-03-13 07:54:00+00:00,2026-03-13 07:54:00+00:00,comprado,preco,142.11,17.11,9.13,150.09,19,desktop,Chrome,facebook,False,True,2026-03-13 07:47:00+00:00,2026-03-13 07:54:00+00:00
1354,1139,2026-01-09 13:14:00+00:00,2026-01-09 13:44:00+00:00,2026-01-09 13:44:00+00:00,abandonado,indecisao,940.37,5.47,0.0,945.84,33,mobile,Chrome Mobile,instagram,False,True,2026-01-09 13:14:00+00:00,2026-01-09 13:44:00+00:00
1355,129,2026-02-17 15:54:00+00:00,2026-02-17 16:08:00+00:00,2026-02-17 16:08:00+00:00,abandonado,pagamento,120.0,17.16,0.0,137.16,14,tablet,Chrome,google,True,True,2026-02-17 15:54:00+00:00,2026-02-17 16:08:00+00:00
1356,890,2026-01-02 23:26:00+00:00,2026-01-02 23:33:00+00:00,2026-01-02 23:33:00+00:00,abandonado,frete,995.34,25.96,0.0,1021.3,41,desktop,Chrome,facebook,False,True,2026-01-02 23:26:00+00:00,2026-01-02 23:33:00+00:00
1357,521,2026-05-02 15:58:00+00:00,2026-05-02 16:23:00+00:00,2026-05-02 16:23:00+00:00,abandonado,pagamento,119.18,12.11,0.0,131.29,26,mobile,Chrome Mobile,direct,False,True,2026-05-02 15:58:00+00:00,2026-05-02 16:23:00+00:00
1358,857,2026-01-20 13:08:00+00:00,2026-01-20 13:50:00+00:00,2026-01-20 13:50:00+00:00,abandonado,indecisao,68.21,5.49,0.0,73.7,44,tablet,Chrome,google,False,True,2026-01-20 13:08:00+00:00,2026-01-20 13:50:00+00:00
1359,1350,2026-03-04 11:26:00+00:00,2026-03-04 12:10:00+00:00,,comprado,,374.5,29.52,0.0,404.02,44,desktop,Edge,direct,False,True,2026-03-04 11:26:00+00:00,2026-03-04 12:10:00+00:00
1360,1249,2026-03-18 14:02:00+00:00,2026-03-18 14:12:00+00:00,2026-03-18 14:12:00+00:00,abandonado,nao_informado,428.8,26.59,0.0,455.39,32,mobile,Chrome Mobile,instagram,False,True,2026-03-18 14:02:00+00:00,2026-03-18 14:12:00+00:00
1361,985,2026-04-19 11:02:00+00:00,2026-04-19 11:07:00+00:00,2026-04-19 11:07:00+00:00,abandonado,frete,504.89,33.21,0.0,538.1,4,mobile,Chrome Mobile,facebook,False,True,2026-04-19 11:02:00+00:00,2026-04-19 11:07:00+00:00
1362,1291,2026-03-28 14:50:00+00:00,2026-03-28 16:16:00+00:00,,comprado,,279.21,12.82,0.0,292.03,86,desktop,Edge,direct,False,True,2026-03-28 14:50:00+00:00,2026-03-28 16:16:00+00:00
1363,1059,2026-02-27 23:55:00+00:00,2026-02-28 00:07:00+00:00,2026-02-28 00:07:00+00:00,abandonado,preco,875.15,39.26,0.0,914.41,33,mobile,Safari Mobile,direct,False,True,2026-02-27 23:55:00+00:00,2026-02-28 00:07:00+00:00
1364,1422,2026-05-04 20:20:00+00:00,2026-05-04 20:25:00+00:00,2026-05-04 20:25:00+00:00,abandonado,frete,120.0,35.89,0.0,155.89,5,desktop,Chrome,direct,False,True,2026-05-04 20:20:00+00:00,2026-05-04 20:25:00+00:00
1365,195,2026-03-19 09:26:00+00:00,2026-03-19 09:32:00+00:00,2026-03-19 09:32:00+00:00,abandonado,pagamento,251.8,6.02,0.0,257.82,29,desktop,Chrome,google,False,True,2026-03-19 09:26:00+00:00,2026-03-19 09:32:00+00:00
1366,62,2026-03-07 10:16:00+00:00,2026-03-07 10:24:00+00:00,2026-03-07 10:24:00+00:00,abandonado,nao_informado,107.97,27.78,0.0,135.75,9,mobile,Chrome Mobile,google,False,True,2026-03-07 10:16:00+00:00,2026-03-07 10:24:00+00:00
1367,278,2026-04-22 22:09:00+00:00,2026-04-22 22:48:00+00:00,,ativo,,27.82,27.43,0.0,55.25,39,tablet,Chrome,facebook,False,True,2026-04-22 22:09:00+00:00,2026-04-22 22:48:00+00:00
1368,753,2026-06-20 19:07:00+00:00,2026-06-20 19:15:00+00:00,2026-06-20 19:15:00+00:00,abandonado,frete,60.62,27.97,0.0,88.59,11,tablet,Safari,outros,False,True,2026-06-20 19:07:00+00:00,2026-06-20 19:15:00+00:00
1369,830,2026-05-21 21:23:00+00:00,2026-05-21 21:32:00+00:00,2026-05-21 21:32:00+00:00,abandonado,nao_informado,381.65,28.76,0.0,410.41,10,desktop,Chrome,email,False,True,2026-05-21 21:23:00+00:00,2026-05-21 21:32:00+00:00
1370,1232,2026-05-20 12:47:00+00:00,2026-05-20 13:01:00+00:00,2026-05-20 13:01:00+00:00,abandonado,frete,58.87,16.56,0.0,75.43,40,mobile,Samsung Internet,facebook,False,True,2026-05-20 12:47:00+00:00,2026-05-20 13:01:00+00:00
1371,1465,2026-06-10 19:49:00+00:00,2026-06-10 20:03:00+00:00,2026-06-10 20:03:00+00:00,abandonado,pagamento,564.83,13.65,0.0,578.48,31,mobile,Safari Mobile,email,False,True,2026-06-10 19:49:00+00:00,2026-06-10 20:03:00+00:00
1372,847,2026-04-18 12:46:00+00:00,2026-04-18 13:03:00+00:00,2026-04-18 13:03:00+00:00,abandonado,pagamento,539.87,21.7,0.0,561.57,25,mobile,Safari Mobile,google,False,True,2026-04-18 12:46:00+00:00,2026-04-18 13:03:00+00:00
1373,1253,2026-04-28 08:56:00+00:00,2026-04-28 09:13:00+00:00,,ativo,,135.8,15.54,0.0,151.34,17,desktop,Edge,direct,False,True,2026-04-28 08:56:00+00:00,2026-04-28 09:13:00+00:00
1374,451,2026-03-12 14:40:00+00:00,2026-03-12 14:59:00+00:00,,comprado,,329.59,9.24,0.0,338.83,19,desktop,Chrome,facebook,False,True,2026-03-12 14:40:00+00:00,2026-03-12 14:59:00+00:00
1375,1418,2026-04-10 17:18:00+00:00,2026-04-10 17:27:00+00:00,2026-04-10 17:27:00+00:00,abandonado,pagamento,105.24,44.88,0.0,150.12,14,mobile,Samsung Internet,facebook,False,True,2026-04-10 17:18:00+00:00,2026-04-10 17:27:00+00:00
1376,465,2026-01-23 11:37:00+00:00,2026-01-23 12:53:00+00:00,,comprado,,123.19,15.9,0.0,139.09,76,desktop,Edge,direct,False,True,2026-01-23 11:37:00+00:00,2026-01-23 12:53:00+00:00
1377,1371,2026-05-16 15:43:00+00:00,2026-05-16 16:25:00+00:00,,comprado,,981.01,40.58,0.0,1021.59,42,desktop,Chrome,google,False,True,2026-05-16 15:43:00+00:00,2026-05-16 16:25:00+00:00
1378,1216,2026-04-20 14:13:00+00:00,2026-04-20 14:26:00+00:00,2026-04-20 14:26:00+00:00,abandonado,nao_informado,437.96,15.59,0.0,453.55,14,desktop,Chrome,google,False,True,2026-04-20 14:13:00+00:00,2026-04-20 14:26:00+00:00
1379,238,2026-05-27 16:26:00+00:00,2026-05-27 16:44:00+00:00,2026-05-27 16:44:00+00:00,abandonado,nao_informado,503.16,26.04,0.0,529.2,28,desktop,Chrome,google,True,True,2026-05-27 16:26:00+00:00,2026-05-27 16:44:00+00:00
1380,509,2026-01-04 18:04:00+00:00,2026-01-04 19:25:00+00:00,,comprado,,50.16,12.23,0.0,62.39,81,mobile,Safari Mobile,direct,False,True,2026-01-04 18:04:00+00:00,2026-01-04 19:25:00+00:00
1381,890,2026-04-28 20:13:00+00:00,2026-04-28 20:18:00+00:00,2026-04-28 20:18:00+00:00,expirado,indecisao,208.71,43.67,0.0,252.38,4,mobile,Safari Mobile,google,False,True,2026-04-28 20:13:00+00:00,2026-04-28 20:18:00+00:00
1382,1086,2026-02-16 10:13:00+00:00,2026-02-16 10:18:00+00:00,2026-02-16 10:18:00+00:00,comprado,indecisao,1015.74,39.59,135.25,920.08,4,desktop,Edge,direct,False,True,2026-02-16 10:13:00+00:00,2026-02-16 10:18:00+00:00
1383,1133,2026-05-12 15:25:00+00:00,2026-05-12 15:42:00+00:00,,ativo,,57.55,13.81,0.0,71.36,17,mobile,Samsung Internet,email,False,True,2026-05-12 15:25:00+00:00,2026-05-12 15:42:00+00:00
1384,1191,2026-03-24 16:21:00+00:00,2026-03-24 17:30:00+00:00,,comprado,,168.21,18.95,0.0,187.16,69,desktop,Edge,facebook,False,True,2026-03-24 16:21:00+00:00,2026-03-24 17:30:00+00:00
1385,710,2026-03-14 17:51:00+00:00,2026-03-14 18:02:00+00:00,2026-03-14 18:02:00+00:00,abandonado,preco,117.08,8.67,0.0,125.75,13,desktop,Safari,instagram,False,True,2026-03-14 17:51:00+00:00,2026-03-14 18:02:00+00:00
1386,158,2026-05-09 17:56:00+00:00,2026-05-09 18:15:00+00:00,2026-05-09 18:15:00+00:00,abandonado,pagamento,956.81,10.18,0.0,966.99,20,desktop,Chrome,instagram,False,True,2026-05-09 17:56:00+00:00,2026-05-09 18:15:00+00:00
1387,1352,2026-05-05 19:54:00+00:00,2026-05-05 20:27:00+00:00,,comprado,,196.81,15.41,0.0,212.22,33,mobile,Chrome Mobile,direct,False,True,2026-05-05 19:54:00+00:00,2026-05-05 20:27:00+00:00
1388,1392,2026-04-06 13:08:00+00:00,2026-04-06 13:31:00+00:00,2026-04-06 13:31:00+00:00,abandonado,pagamento,79.88,15.42,0.0,95.3,29,desktop,Firefox,direct,False,True,2026-04-06 13:08:00+00:00,2026-04-06 13:31:00+00:00
1389,1037,2026-06-11 20:15:00+00:00,2026-06-11 20:40:00+00:00,2026-06-11 20:40:00+00:00,expirado,preco,66.62,39.63,0.0,106.25,37,tablet,Chrome,instagram,False,True,2026-06-11 20:15:00+00:00,2026-06-11 20:40:00+00:00
1390,760,2026-03-23 23:41:00+00:00,2026-03-23 23:47:00+00:00,2026-03-23 23:47:00+00:00,abandonado,indecisao,68.12,12.67,0.0,80.79,21,desktop,Edge,facebook,False,True,2026-03-23 23:41:00+00:00,2026-03-23 23:47:00+00:00
1391,1238,2026-02-23 16:02:00+00:00,2026-02-23 16:26:00+00:00,2026-02-23 16:26:00+00:00,abandonado,frete,336.82,40.71,0.0,377.53,25,mobile,Samsung Internet,instagram,True,True,2026-02-23 16:02:00+00:00,2026-02-23 16:26:00+00:00
1392,123,2026-05-07 14:34:00+00:00,2026-05-07 15:13:00+00:00,2026-05-07 15:13:00+00:00,abandonado,frete,314.1,12.27,0.0,326.37,40,mobile,Chrome Mobile,google,False,True,2026-05-07 14:34:00+00:00,2026-05-07 15:13:00+00:00
1393,526,2026-02-14 15:24:00+00:00,2026-02-14 15:29:00+00:00,2026-02-14 15:29:00+00:00,abandonado,preco,135.67,25.26,0.0,160.93,3,mobile,Chrome Mobile,google,False,True,2026-02-14 15:24:00+00:00,2026-02-14 15:29:00+00:00
1394,529,2026-06-22 10:35:00+00:00,2026-06-22 12:01:00+00:00,,comprado,,298.65,30.21,0.0,328.86,86,desktop,Firefox,instagram,False,True,2026-06-22 10:35:00+00:00,2026-06-22 12:01:00+00:00
1395,396,2026-05-14 09:06:00+00:00,2026-05-14 09:11:00+00:00,2026-05-14 09:11:00+00:00,abandonado,pagamento,769.14,38.06,0.0,807.2,3,mobile,Chrome Mobile,direct,False,True,2026-05-14 09:06:00+00:00,2026-05-14 09:11:00+00:00
1396,332,2026-05-01 23:09:00+00:00,2026-05-01 23:17:00+00:00,2026-05-01 23:17:00+00:00,comprado,estoque,422.99,32.11,42.42,412.68,25,mobile,Chrome Mobile,instagram,False,True,2026-05-01 23:09:00+00:00,2026-05-01 23:17:00+00:00
1397,549,2026-02-06 22:25:00+00:00,2026-02-06 22:51:00+00:00,2026-02-06 22:51:00+00:00,recuperado,estoque,203.02,31.66,24.65,210.03,31,desktop,Firefox,facebook,False,True,2026-02-06 22:25:00+00:00,2026-02-06 22:51:00+00:00
1398,67,2026-03-10 15:24:00+00:00,2026-03-10 15:46:00+00:00,,comprado,,501.73,17.05,0.0,518.78,22,mobile,Chrome Mobile,google,False,True,2026-03-10 15:24:00+00:00,2026-03-10 15:46:00+00:00
1399,661,2026-05-20 18:40:00+00:00,2026-05-20 18:45:00+00:00,2026-05-20 18:45:00+00:00,expirado,preco,43.1,21.91,0.0,65.01,12,mobile,Samsung Internet,email,False,True,2026-05-20 18:40:00+00:00,2026-05-20 18:45:00+00:00
1400,897,2026-01-25 13:19:00+00:00,2026-01-25 13:35:00+00:00,2026-01-25 13:35:00+00:00,abandonado,frete,339.43,13.6,0.0,353.03,24,desktop,Firefox,facebook,False,True,2026-01-25 13:19:00+00:00,2026-01-25 13:35:00+00:00
1401,619,2026-04-06 15:52:00+00:00,2026-04-06 16:04:00+00:00,2026-04-06 16:04:00+00:00,comprado,frete,776.54,16.16,48.73,743.97,18,mobile,Chrome Mobile,google,False,True,2026-04-06 15:52:00+00:00,2026-04-06 16:04:00+00:00
1402,314,2026-05-26 16:03:00+00:00,2026-05-26 16:46:00+00:00,,comprado,,374.58,36.68,0.0,411.26,43,desktop,Safari,facebook,False,True,2026-05-26 16:03:00+00:00,2026-05-26 16:46:00+00:00
1403,440,2026-06-20 21:27:00+00:00,2026-06-20 21:45:00+00:00,,comprado,,1028.34,34.79,0.0,1063.13,18,desktop,Chrome,email,False,True,2026-06-20 21:27:00+00:00,2026-06-20 21:45:00+00:00
1404,154,2026-01-05 09:47:00+00:00,2026-01-05 09:53:00+00:00,2026-01-05 09:53:00+00:00,comprado,pagamento,152.74,40.19,22.88,170.05,18,desktop,Safari,email,False,True,2026-01-05 09:47:00+00:00,2026-01-05 09:53:00+00:00
1405,358,2026-02-01 20:41:00+00:00,2026-02-01 21:01:00+00:00,2026-02-01 21:01:00+00:00,abandonado,indecisao,446.3,27.35,0.0,473.65,43,mobile,Chrome Mobile,google,True,False,2026-02-01 20:41:00+00:00,2026-02-01 21:01:00+00:00
1406,1039,2026-06-20 16:08:00+00:00,2026-06-20 16:14:00+00:00,2026-06-20 16:14:00+00:00,abandonado,indecisao,267.64,27.99,0.0,295.63,6,mobile,Safari Mobile,direct,False,True,2026-06-20 16:08:00+00:00,2026-06-20 16:14:00+00:00
1407,1266,2026-02-10 17:34:00+00:00,2026-02-10 18:06:00+00:00,2026-02-10 18:06:00+00:00,abandonado,preco,322.24,29.5,0.0,351.74,35,desktop,Chrome,facebook,False,True,2026-02-10 17:34:00+00:00,2026-02-10 18:06:00+00:00
1408,880,2026-05-22 06:52:00+00:00,2026-05-22 07:05:00+00:00,2026-05-22 07:05:00+00:00,abandonado,preco,393.37,5.55,0.0,398.92,22,mobile,Chrome Mobile,google,False,True,2026-05-22 06:52:00+00:00,2026-05-22 07:05:00+00:00
1409,1044,2026-04-12 18:15:00+00:00,2026-04-12 18:28:00+00:00,,ativo,,667.65,9.6,0.0,677.25,13,desktop,Edge,email,False,True,2026-04-12 18:15:00+00:00,2026-04-12 18:28:00+00:00
1410,530,2026-04-23 07:52:00+00:00,2026-04-23 08:02:00+00:00,2026-04-23 08:02:00+00:00,abandonado,preco,64.12,27.99,0.0,92.11,37,desktop,Firefox,direct,False,True,2026-04-23 07:52:00+00:00,2026-04-23 08:02:00+00:00
1411,1128,2026-05-13 07:38:00+00:00,2026-05-13 08:06:00+00:00,2026-05-13 08:06:00+00:00,abandonado,preco,228.3,7.71,0.0,236.01,42,desktop,Safari,direct,True,True,2026-05-13 07:38:00+00:00,2026-05-13 08:06:00+00:00
1412,1304,2026-05-25 07:30:00+00:00,2026-05-25 07:38:00+00:00,2026-05-25 07:38:00+00:00,abandonado,preco,94.29,19.69,0.0,113.98,14,desktop,Safari,direct,False,True,2026-05-25 07:30:00+00:00,2026-05-25 07:38:00+00:00
1413,1474,2026-02-28 11:01:00+00:00,2026-02-28 11:10:00+00:00,2026-02-28 11:10:00+00:00,abandonado,preco,323.51,39.14,0.0,362.65,32,mobile,Safari Mobile,direct,False,True,2026-02-28 11:01:00+00:00,2026-02-28 11:10:00+00:00
1414,208,2026-05-23 13:55:00+00:00,2026-05-23 14:10:00+00:00,2026-05-23 14:10:00+00:00,abandonado,preco,50.17,25.65,0.0,75.82,15,desktop,Safari,google,False,True,2026-05-23 13:55:00+00:00,2026-05-23 14:10:00+00:00
1415,199,2026-06-18 23:19:00+00:00,2026-06-19 00:34:00+00:00,,comprado,,300.4,27.7,0.0,328.1,75,mobile,Samsung Internet,facebook,False,True,2026-06-18 23:19:00+00:00,2026-06-19 00:34:00+00:00
1416,41,2026-05-28 20:32:00+00:00,2026-05-28 21:33:00+00:00,,comprado,,415.95,36.71,0.0,452.66,61,desktop,Safari,facebook,False,True,2026-05-28 20:32:00+00:00,2026-05-28 21:33:00+00:00
